,,,,,,"Age-specific fertility rates (births per 1,000 women)",,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,15-19,20-24,25-29,30-34,35-39,40-44,45-49
2506,Medium variant,Denmark,,208,2045-2050,3.9020,34.0020,109.3260,136.6230,68.1370,14.3940,0.9960
2507,Medium variant,Denmark,,208,2050-2055,3.9150,34.0740,109.5060,136.9760,68.3760,14.4710,1.0020
2508,Medium variant,Denmark,,208,2055-2060,3.9230,34.1360,109.7090,137.2280,68.5020,14.4980,1.0040
2509,Medium variant,Denmark,,208,2060-2065,3.9300,34.2030,109.9230,137.4960,68.6360,14.5260,1.0060
2510,Medium variant,Denmark,,208,2065-2070,3.9360,34.2510,110.0770,137.6900,68.7320,14.5470,1.0070
2511,Medium variant,Denmark,,208,2070-2075,3.9380,34.2740,110.1480,137.7790,68.7770,14.5560,1.0080
2512,Medium variant,Denmark,,208,2075-2080,3.9420,34.3090,110.2610,137.9210,68.8470,14.5710,1.0090
2513,Medium variant,Denmark,,208,2080-2085,3.9450,34.3290,110.3260,138.0030,68.8880,14.5800,1.0090
2514,Medium variant,Denmark,,208,2085-2090,3.9450,34.3330,110.3380,138.0180,68.8950,14.5820,1.0090
2515,Medium variant,Denmark,,208,2090-2095,3.9490,34.3680,110.4520,138.1580,68.9660,14.5970,1.0100
2516,Medium variant,Denmark,,208,2095-2100,3.9490,34.3680,110.4520,138.1580,68.9660,14.5970,1.0100
2517,Medium variant,Estonia,,233,2015-2020,12.6250,47.6770,101.0210,99.2920,57.1360,13.6510,0.3980
2518,Medium variant,Estonia,,233,2020-2025,9.7950,40.6000,101.3650,109.7600,63.9070,15.4330,0.4200
2519,Medium variant,Estonia,,233,2025-2030,8.4590,37.2190,101.6110,115.5790,68.1460,16.7670,0.4390
2520,Medium variant,Estonia,,233,2030-2035,7.8300,35.5670,101.8950,119.0040,70.8220,17.7700,0.4520
2521,Medium variant,Estonia,,233,2035-2040,7.5390,34.7630,102.1700,120.9760,72.5190,18.5530,0.4600
2522,Medium variant,Estonia,,233,2040-2045,7.4010,34.4010,102.6140,122.4190,73.5720,19.0890,0.4640
2523,Medium variant,Estonia,,233,2045-2050,7.3450,34.2930,103.1590,123.5290,74.1900,19.4090,0.4750
2524,Medium variant,Estonia,,233,2050-2055,7.3190,34.2950,103.7240,124.3780,74.4290,19.5180,0.4770
2525,Medium variant,Estonia,,233,2055-2060,7.3510,34.4430,104.1740,124.9180,74.7530,19.6020,0.4790
2526,Medium variant,Estonia,,233,2060-2065,7.3710,34.5370,104.4590,125.2600,74.9570,19.6560,0.4800
2527,Medium variant,Estonia,,233,2065-2070,7.3890,34.6200,104.7100,125.5600,75.1360,19.7030,0.4820
2528,Medium variant,Estonia,,233,2070-2075,7.4030,34.6880,104.9150,125.8060,75.2840,19.7420,0.4820
2529,Medium variant,Estonia,,233,2075-2080,7.4170,34.7540,105.1140,126.0450,75.4270,19.7800,0.4830
2530,Medium variant,Estonia,,233,2080-2085,7.4240,34.7840,105.2050,126.1540,75.4930,19.7960,0.4840
2531,Medium variant,Estonia,,233,2085-2090,7.4230,34.7820,105.2000,126.1480,75.4880,19.7950,0.4840
2532,Medium variant,Estonia,,233,2090-2095,7.4320,34.8210,105.3200,126.2910,75.5740,19.8180,0.4840
2533,Medium variant,Estonia,,233,2095-2100,7.4350,34.8390,105.3710,126.3520,75.6110,19.8270,0.4850
2534,Medium variant,Finland,17,246,2015-2020,6.7690,48.3130,106.8140,120.2810,61.2460,12.2200,0.6770
2535,Medium variant,Finland,17,246,2020-2025,6.8040,48.5560,107.3530,120.8900,61.5540,12.2830,0.6800
2536,Medium variant,Finland,17,246,2025-2030,6.8290,48.7410,107.7610,121.3490,61.7880,12.3290,0.6830
2537,Medium variant,Finland,17,246,2030-2035,6.8550,48.9220,108.1630,121.8010,62.0190,12.3750,0.6850
2538,Medium variant,Finland,17,246,2035-2040,6.8750,49.0660,108.4810,122.1580,62.2010,12.4110,0.6880
2539,Medium variant,Finland,17,246,2040-2045,6.8960,49.2150,108.8110,122.5290,62.3900,12.4490,0.6900
2540,Medium variant,Finland,17,246,2045-2050,6.9080,49.3050,109.0080,122.7530,62.5040,12.4710,0.6910
2541,Medium variant,Finland,17,246,2050-2055,6.9150,49.3540,109.1160,122.8740,62.5660,12.4830,0.6920
2542,Medium variant,Finland,17,246,2055-2060,6.9320,49.4700,109.3740,123.1640,62.7130,12.5140,0.6930
2543,Medium variant,Finland,17,246,2060-2065,6.9410,49.5350,109.5180,123.3260,62.7960,12.5300,0.6940
2544,Medium variant,Finland,17,246,2065-2070,6.9500,49.5970,109.6560,123.4820,62.8740,12.5460,0.6950
2545,Medium variant,Finland,17,246,2070-2075,6.9510,49.6110,109.6860,123.5160,62.8920,12.5490,0.6950
2546,Medium variant,Finland,17,246,2075-2080,6.9540,49.6300,109.7280,123.5630,62.9160,12.5540,0.6950
2547,Medium variant,Finland,17,246,2080-2085,6.9630,49.6920,109.8660,123.7180,62.9950,12.5700,0.6960
2548,Medium variant,Finland,17,246,2085-2090,6.9670,49.7190,109.9260,123.7850,63.0300,12.5760,0.6970
2549,Medium variant,Finland,17,246,2090-2095,6.9670,49.7250,109.9380,123.7990,63.0360,12.5780,0.6970
2550,Medium variant,Finland,17,246,2095-2100,6.9680,49.7310,109.9490,123.8130,63.0430,12.5790,0.6970
2551,Medium variant,Iceland,,352,2015-2020,6.8050,55.1530,120.3010,115.8390,68.8970,15.6850,1.5600
2552,Medium variant,Iceland,,352,2020-2025,5.2840,48.8640,115.7380,115.3220,71.3270,16.6650,2.0600
2553,Medium variant,Iceland,,352,2025-2030,4.4150,44.0990,112.0250,115.4370,72.7460,17.2430,2.5350
2554,Medium variant,Iceland,,352,2030-2035,3.9180,40.6630,109.0230,115.4950,73.4740,17.5840,3.0030
2555,Medium variant,Iceland,,352,2035-2040,3.6660,38.2670,106.8290,115.6880,73.7700,17.7510,3.4290
2556,Medium variant,Iceland,,352,2040-2045,3.5560,36.6800,105.3080,116.0490,73.7790,17.8030,3.8050
2557,Medium variant,Iceland,,352,2045-2050,3.5410,35.7110,104.4530,116.6280,73.6320,17.7720,4.1030
2558,Medium variant,Iceland,,352,2050-2055,3.5750,35.1300,103.9120,117.1690,73.2340,17.6430,4.3170
2559,Medium variant,Iceland,,352,2055-2060,3.6450,34.9210,103.7820,117.7610,72.8240,17.4860,4.4610
2560,Medium variant,Iceland,,352,2060-2065,3.7360,34.9040,103.8770,118.3900,72.3710,17.3090,4.5130
2561,Medium variant,Iceland,,352,2065-2070,3.8290,34.9940,104.1010,119.0130,71.9360,17.1280,4.4790
2562,Medium variant,Iceland,,352,2070-2075,3.9130,35.1600,104.4440,119.6670,71.5810,16.9560,4.3590
2563,Medium variant,Iceland,,352,2075-2080,3.9900,35.3420,104.8040,120.2560,71.2490,16.7950,4.1440
2564,Medium variant,Iceland,,352,2080-2085,4.0620,35.5640,105.2450,120.8840,71.0060,16.6460,3.8730
2565,Medium variant,Iceland,,352,2085-2090,4.1260,35.7760,105.6570,121.4460,70.7820,16.4980,3.5750
2566,Medium variant,Iceland,,352,2090-2095,4.1840,36.0210,106.1720,122.0960,70.6680,16.3720,3.2870
2567,Medium variant,Iceland,,352,2095-2100,4.2250,36.2490,106.6450,122.6660,70.5470,16.2440,3.0240
2568,Medium variant,Ireland,,372,2015-2020,9.6620,49.7780,93.1390,130.6010,91.1190,20.3150,1.3860
2569,Medium variant,Ireland,,372,2020-2025,9.5960,49.4350,92.5000,129.7040,90.4930,20.1760,1.3760
2570,Medium variant,Ireland,,372,2025-2030,9.5490,49.1910,92.0430,129.0640,90.0480,20.0750,1.3700
2571,Medium variant,Ireland,,372,2030-2035,9.5090,48.9850,91.6570,128.5230,89.6700,19.9920,1.3640
2572,Medium variant,Ireland,,372,2035-2040,9.4780,48.8300,91.3660,128.1140,89.3840,19.9280,1.3600
2573,Medium variant,Ireland,,372,2040-2045,9.4520,48.6940,91.1120,127.7570,89.1370,19.8720,1.3560
2574,Medium variant,Ireland,,372,2045-2050,9.4350,48.6030,90.9420,127.5210,88.9700,19.8360,1.3530
2575,Medium variant,Ireland,,372,2050-2055,9.4190,48.5230,90.7920,127.3090,88.8230,19.8030,1.3510
2576,Medium variant,Ireland,,372,2055-2060,9.4030,48.4400,90.6360,127.0920,88.6710,19.7690,1.3490
2577,Medium variant,Ireland,,372,2060-2065,9.3950,48.4030,90.5660,126.9920,88.6030,19.7530,1.3480
2578,Medium variant,Ireland,,372,2065-2070,9.3780,48.3110,90.3970,126.7560,88.4360,19.7170,1.3450
2579,Medium variant,Ireland,,372,2070-2075,9.3740,48.2940,90.3640,126.7090,88.4050,19.7090,1.3450
2580,Medium variant,Ireland,,372,2075-2080,9.3700,48.2680,90.3170,126.6430,88.3590,19.6990,1.3440
2581,Medium variant,Ireland,,372,2080-2085,9.3570,48.2030,90.1950,126.4720,88.2380,19.6730,1.3420
2582,Medium variant,Ireland,,372,2085-2090,9.3510,48.1700,90.1340,126.3860,88.1790,19.6590,1.3410
2583,Medium variant,Ireland,,372,2090-2095,9.3500,48.1650,90.1240,126.3730,88.1700,19.6570,1.3410
2584,Medium variant,Ireland,,372,2095-2100,9.3420,48.1280,90.0540,126.2730,88.1010,19.6420,1.3400
2585,Medium variant,Latvia,,428,2015-2020,13.4630,45.7840,95.0220,93.0590,52.9260,13.1550,0.6310
2586,Medium variant,Latvia,,428,2020-2025,11.4850,38.5980,95.4270,103.2280,60.7510,14.8950,0.6760
2587,Medium variant,Latvia,,428,2025-2030,9.9040,34.4610,95.9710,111.0320,65.8760,15.8450,0.6910
2588,Medium variant,Latvia,,428,2030-2035,9.1700,32.4370,96.4650,115.5900,69.5010,16.7350,0.7220
2589,Medium variant,Latvia,,428,2035-2040,8.7680,31.4100,97.0010,118.5820,71.8550,17.3840,0.7400
2590,Medium variant,Latvia,,428,2040-2045,8.5800,30.9790,97.6840,120.7030,73.4430,17.8950,0.7560
2591,Medium variant,Latvia,,428,2045-2050,8.4870,30.8210,98.4490,122.3350,74.4020,18.2220,0.7640
2592,Medium variant,Latvia,,428,2050-2055,8.4480,30.8570,99.2850,123.6210,74.9230,18.3960,0.7700
2593,Medium variant,Latvia,,428,2055-2060,8.5020,31.0550,99.9200,124.4120,75.4020,18.5140,0.7750
2594,Medium variant,Latvia,,428,2060-2065,8.5400,31.1930,100.3660,124.9670,75.7390,18.5970,0.7780
2595,Medium variant,Latvia,,428,2065-2070,8.5760,31.3250,100.7890,125.4950,76.0580,18.6760,0.7810
2596,Medium variant,Latvia,,428,2070-2075,8.5980,31.4050,101.0450,125.8140,76.2520,18.7230,0.7830
2597,Medium variant,Latvia,,428,2075-2080,8.6240,31.5000,101.3520,126.1950,76.4840,18.7790,0.7860
2598,Medium variant,Latvia,,428,2080-2085,8.6440,31.5700,101.5810,126.4800,76.6550,18.8230,0.7870
2599,Medium variant,Latvia,,428,2085-2090,8.6550,31.6100,101.7090,126.6390,76.7530,18.8460,0.7880
2600,Medium variant,Latvia,,428,2090-2095,8.6690,31.6620,101.8760,126.8480,76.8780,18.8770,0.7900
2601,Medium variant,Latvia,,428,2095-2100,8.6770,31.6940,101.9760,126.9730,76.9540,18.8950,0.7910
2602,Medium variant,Lithuania,,440,2015-2020,10.6830,43.4200,124.6180,104.1970,41.5670,7.2800,0.3350
2603,Medium variant,Lithuania,,440,2020-2025,8.2510,35.8410,124.2480,116.9090,48.1290,8.0770,0.3450
2604,Medium variant,Lithuania,,440,2025-2030,6.9270,32.4070,122.7070,125.0760,52.9860,8.6870,0.3700
2605,Medium variant,Lithuania,,440,2030-2035,6.2660,31.2300,121.2370,129.9490,56.3760,9.1480,0.3940
2606,Medium variant,Lithuania,,440,2035-2040,5.9740,30.7190,120.8790,132.8030,58.5990,9.4480,0.3980
2607,Medium variant,Lithuania,,440,2040-2045,5.8360,30.5300,121.0590,134.5840,60.1890,9.6760,0.4060
2608,Medium variant,Lithuania,,440,2045-2050,5.7760,30.4910,121.3830,135.6190,61.3180,9.8440,0.4090
2609,Medium variant,Lithuania,,440,2050-2055,5.7600,30.5610,121.7730,136.2420,62.1230,9.9860,0.4150
2610,Medium variant,Lithuania,,440,2055-2060,5.7650,30.6840,122.2200,136.6840,62.6840,10.0990,0.4240
2611,Medium variant,Lithuania,,440,2060-2065,5.7900,30.8630,122.5480,136.9080,63.0160,10.1900,0.4250
2612,Medium variant,Lithuania,,440,2065-2070,5.8030,30.9330,122.8260,137.2200,63.1590,10.2130,0.4260
2613,Medium variant,Lithuania,,440,2070-2075,5.8170,31.0040,123.1120,137.5380,63.3050,10.2370,0.4270
2614,Medium variant,Lithuania,,440,2075-2080,5.8290,31.0720,123.3760,137.8340,63.4420,10.2590,0.4280
2615,Medium variant,Lithuania,,440,2080-2085,5.8390,31.1230,123.5820,138.0640,63.5470,10.2760,0.4290
2616,Medium variant,Lithuania,,440,2085-2090,5.8410,31.1310,123.6150,138.1010,63.5640,10.2790,0.4290
2617,Medium variant,Lithuania,,440,2090-2095,5.8470,31.1630,123.7410,138.2410,63.6290,10.2900,0.4290
2618,Medium variant,Lithuania,,440,2095-2100,5.8510,31.1880,123.8410,138.3530,63.6800,10.2970,0.4300
2619,Medium variant,Norway,18,578,2015-2020,5.5920,46.2360,112.9030,126.8280,61.5870,11.6960,0.6580
2620,Medium variant,Norway,18,578,2020-2025,5.6110,46.3870,113.2740,127.2450,61.7890,11.7340,0.6600
2621,Medium variant,Norway,18,578,2025-2030,5.6260,46.5140,113.5820,127.5920,61.9580,11.7660,0.6620
2622,Medium variant,Norway,18,578,2030-2035,5.6390,46.6260,113.8540,127.8970,62.1060,11.7950,0.6630
2623,Medium variant,Norway,18,578,2035-2040,5.6490,46.7040,114.0450,128.1130,62.2100,11.8140,0.6650
2624,Medium variant,Norway,18,578,2040-2045,5.6590,46.7840,114.2440,128.3340,62.3180,11.8350,0.6660
2625,Medium variant,Norway,18,578,2045-2050,5.6680,46.8600,114.4290,128.5430,62.4190,11.8540,0.6670
2626,Medium variant,Norway,18,578,2050-2055,5.6760,46.9290,114.5960,128.7300,62.5100,11.8710,0.6680
2627,Medium variant,Norway,18,578,2055-2060,5.6820,46.9740,114.7070,128.8550,62.5710,11.8830,0.6680
2628,Medium variant,Norway,18,578,2060-2065,5.6870,47.0170,114.8120,128.9730,62.6280,11.8940,0.6690
2629,Medium variant,Norway,18,578,2065-2070,5.6910,47.0500,114.8920,129.0640,62.6710,11.9030,0.6690
2630,Medium variant,Norway,18,578,2070-2075,5.6940,47.0750,114.9540,129.1330,62.7060,11.9080,0.6700
2631,Medium variant,Norway,18,578,2075-2080,5.6970,47.1060,115.0290,129.2160,62.7460,11.9160,0.6700
2632,Medium variant,Norway,18,578,2080-2085,5.6950,47.0860,114.9790,129.1600,62.7190,11.9110,0.6700
2633,Medium variant,Norway,18,578,2085-2090,5.7000,47.1260,115.0780,129.2710,62.7730,11.9210,0.6710
2634,Medium variant,Norway,18,578,2090-2095,5.7000,47.1260,115.0780,129.2710,62.7730,11.9210,0.6710
2635,Medium variant,Norway,18,578,2095-2100,5.7000,47.1230,115.0720,129.2640,62.7700,11.9200,0.6710
2636,Medium variant,Sweden,,752,2015-2020,5.2390,45.3380,110.7290,134.9420,69.9720,14.7440,0.9160
2637,Medium variant,Sweden,,752,2020-2025,5.1400,44.7750,109.8630,135.6150,71.2380,15.1610,0.9880
2638,Medium variant,Sweden,,752,2025-2030,5.0860,44.4570,109.3820,136.0830,72.0900,15.4590,1.0430
2639,Medium variant,Sweden,,752,2030-2035,5.0540,44.2350,109.0270,136.3450,72.6470,15.6650,1.0870
2640,Medium variant,Sweden,,752,2035-2040,5.0330,44.1050,108.8230,136.5470,73.0360,15.8100,1.1260
2641,Medium variant,Sweden,,752,2040-2045,5.0250,44.0260,108.7170,136.7010,73.2890,15.9080,1.1540
2642,Medium variant,Sweden,,752,2045-2050,5.0220,43.9940,108.6940,136.8340,73.4470,15.9620,1.1670
2643,Medium variant,Sweden,,752,2050-2055,5.0260,44.0030,108.7680,136.9830,73.5280,15.9800,1.1720
2644,Medium variant,Sweden,,752,2055-2060,5.0310,44.0480,108.8820,137.1250,73.6040,15.9970,1.1730
2645,Medium variant,Sweden,,752,2060-2065,5.0340,44.0710,108.9380,137.1960,73.6420,16.0050,1.1740
2646,Medium variant,Sweden,,752,2065-2070,5.0350,44.0800,108.9610,137.2240,73.6570,16.0090,1.1740
2647,Medium variant,Sweden,,752,2070-2075,5.0350,44.0800,108.9610,137.2240,73.6570,16.0090,1.1740
2648,Medium variant,Sweden,,752,2075-2080,5.0350,44.0750,108.9490,137.2110,73.6490,16.0070,1.1740
2649,Medium variant,Sweden,,752,2080-2085,5.0330,44.0640,108.9210,137.1750,73.6310,16.0030,1.1730
2650,Medium variant,Sweden,,752,2085-2090,5.0320,44.0580,108.9040,137.1530,73.6190,16.0010,1.1730
2651,Medium variant,Sweden,,752,2090-2095,5.0320,44.0530,108.8920,137.1400,73.6110,15.9990,1.1730
2652,Medium variant,Sweden,,752,2095-2100,5.0330,44.0620,108.9150,137.1680,73.6270,16.0020,1.1730
2653,Medium variant,United Kingdom,,826,2015-2020,12.4980,56.0550,105.3370,119.1070,66.5320,13.7700,0.8610
2654,Medium variant,United Kingdom,,826,2020-2025,7.6130,45.7140,115.3120,133.0000,60.4550,10.5240,0.5220
2655,Medium variant,United Kingdom,,826,2025-2030,7.5990,45.6340,115.1080,132.7650,60.3470,10.5050,0.5220
2656,Medium variant,United Kingdom,,826,2030-2035,7.5880,45.5680,114.9400,132.5730,60.2600,10.4900,0.5210
2657,Medium variant,United Kingdom,,826,2035-2040,7.5860,45.5520,114.9040,132.5300,60.2410,10.4860,0.5210
2658,Medium variant,United Kingdom,,826,2040-2045,7.5830,45.5380,114.8670,132.4870,60.2220,10.4830,0.5200
2659,Medium variant,United Kingdom,,826,2045-2050,7.5800,45.5160,114.8110,132.4230,60.1920,10.4780,0.5200
2660,Medium variant,United Kingdom,,826,2050-2055,7.5810,45.5230,114.8300,132.4440,60.2020,10.4800,0.5200
2661,Medium variant,United Kingdom,,826,2055-2060,7.5810,45.5260,114.8360,132.4510,60.2060,10.4800,0.5200
2662,Medium variant,United Kingdom,,826,2060-2065,7.5810,45.5260,114.8360,132.4510,60.2060,10.4800,0.5200
2663,Medium variant,United Kingdom,,826,2065-2070,7.5840,45.5400,114.8730,132.4940,60.2250,10.4840,0.5200
2664,Medium variant,United Kingdom,,826,2070-2075,7.5810,45.5230,114.8300,132.4440,60.2020,10.4800,0.5200
2665,Medium variant,United Kingdom,,826,2075-2080,7.5790,45.5110,114.7990,132.4080,60.1860,10.4770,0.5200
2666,Medium variant,United Kingdom,,826,2080-2085,7.5810,45.5260,114.8360,132.4510,60.2060,10.4800,0.5200
2667,Medium variant,United Kingdom,,826,2085-2090,7.5820,45.5280,114.8420,132.4580,60.2090,10.4810,0.5200
2668,Medium variant,United Kingdom,,826,2090-2095,7.5790,45.5110,114.7990,132.4080,60.1860,10.4770,0.5200
2669,Medium variant,United Kingdom,,826,2095-2100,7.5790,45.5110,114.7990,132.4080,60.1860,10.4770,0.5200
2670,Medium variant,Southern Europe,19,925,2015-2020,8.8585,36.8039,72.7798,93.9217,61.6673,15.4777,1.2697
2671,Medium variant,Southern Europe,19,925,2020-2025,7.9822,34.5596,72.0649,97.4289,66.6294,17.6253,1.5981
2672,Medium variant,Southern Europe,19,925,2025-2030,7.5268,33.3572,71.6518,100.4713,70.8410,19.2940,1.8856
2673,Medium variant,Southern Europe,19,925,2030-2035,7.2886,33.0188,71.1927,102.7930,74.1420,20.7238,2.1317
2674,Medium variant,Southern Europe,19,925,2035-2040,7.1218,33.1444,71.7671,104.5936,77.1351,21.8695,2.3446
2675,Medium variant,Southern Europe,19,925,2040-2045,7.0056,33.3668,72.9452,106.3881,79.7499,22.9456,2.5111
2676,Medium variant,Southern Europe,19,925,2045-2050,6.9440,33.6385,74.1369,108.2390,81.2531,23.8810,2.6410
2677,Medium variant,Southern Europe,19,925,2050-2055,6.9515,33.8865,75.1178,109.8161,82.1982,24.2865,2.7196
2678,Medium variant,Southern Europe,19,925,2055-2060,6.9825,34.1245,75.7227,111.0602,83.0096,24.4597,2.7543
2679,Medium variant,Southern Europe,19,925,2060-2065,7.0205,34.3649,76.0926,112.0040,83.7587,24.6417,2.7624
2680,Medium variant,Southern Europe,19,925,2065-2070,7.0544,34.6001,76.4074,112.7038,84.5607,24.8302,2.7787
2681,Medium variant,Southern Europe,19,925,2070-2075,7.0773,34.8213,76.8536,113.3413,85.3896,25.0959,2.8037
2682,Medium variant,Southern Europe,19,925,2075-2080,7.0914,34.9958,77.3643,113.9487,86.0700,25.3847,2.8384
2683,Medium variant,Southern Europe,19,925,2080-2085,7.1019,35.1111,77.7706,114.4894,86.5125,25.6080,2.8720
2684,Medium variant,Southern Europe,19,925,2085-2090,7.1174,35.2106,78.0539,115.0022,86.8277,25.7461,2.8961
2685,Medium variant,Southern Europe,19,925,2090-2095,7.1381,35.3139,78.2278,115.4531,87.1381,25.8295,2.9083
2686,Medium variant,Southern Europe,19,925,2095-2100,7.1563,35.4137,78.3468,115.8025,87.4672,25.9028,2.9150
2687,Medium variant,Albania,,8,2015-2020,20.6670,97.6810,118.3930,73.0960,26.5420,4.2890,0.2520
2688,Medium variant,Albania,,8,2020-2025,17.5560,80.3570,112.7820,87.8040,35.0400,5.7530,0.2680
2689,Medium variant,Albania,,8,2025-2030,16.6730,74.0710,110.6350,93.2170,38.0360,6.2370,0.2710
2690,Medium variant,Albania,,8,2030-2035,16.0510,69.8480,109.3630,96.9550,40.0530,6.5550,0.2750
2691,Medium variant,Albania,,8,2035-2040,15.4300,66.3880,108.6170,100.3270,41.8760,6.8530,0.2890
2692,Medium variant,Albania,,8,2040-2045,14.7920,63.4950,108.2090,103.3290,43.4900,7.1250,0.3000
2693,Medium variant,Albania,,8,2045-2050,14.1330,61.0250,108.2140,106.2830,45.0630,7.3970,0.3050
2694,Medium variant,Albania,,8,2050-2055,13.4250,58.7700,108.3270,109.0010,46.5320,7.6450,0.3200
2695,Medium variant,Albania,,8,2055-2060,12.6830,56.7160,108.6040,111.6360,47.9620,7.9070,0.3320
2696,Medium variant,Albania,,8,2060-2065,11.9170,54.8150,108.9590,114.1510,49.3460,8.1610,0.3510
2697,Medium variant,Albania,,8,2065-2070,11.1500,52.9970,109.3130,116.4970,50.6660,8.4140,0.3630
2698,Medium variant,Albania,,8,2070-2075,10.3840,51.2620,109.6220,118.6730,51.9390,8.6640,0.3760
2699,Medium variant,Albania,,8,2075-2080,9.6700,49.6530,109.9610,120.7300,53.1790,8.9160,0.3910
2700,Medium variant,Albania,,8,2080-2085,9.0050,48.1250,110.2320,122.6320,54.3840,9.1750,0.4070
2701,Medium variant,Albania,,8,2085-2090,8.4160,46.7320,110.4920,124.4280,55.5720,9.4500,0.4300
2702,Medium variant,Albania,,8,2090-2095,7.9140,45.4400,110.6170,125.9500,56.6790,9.7300,0.4500
2703,Medium variant,Albania,,8,2095-2100,7.4910,44.2310,110.5630,127.1890,57.6960,10.0160,0.4940
2704,Medium variant,Bosnia and Herzegovina,,70,2015-2020,10.0190,44.8100,100.1400,85.8800,31.0730,4.9610,0.2770
2705,Medium variant,Bosnia and Herzegovina,,70,2020-2025,8.4110,37.0950,105.0360,97.8380,35.5510,5.4280,0.2810
2706,Medium variant,Bosnia and Herzegovina,,70,2025-2030,7.2190,31.8820,107.8610,107.4250,39.7920,5.9300,0.2910
2707,Medium variant,Bosnia and Herzegovina,,70,2030-2035,6.4100,28.8120,109.3690,114.6270,43.6660,6.4460,0.3100
2708,Medium variant,Bosnia and Herzegovina,,70,2035-2040,5.9040,27.3990,110.2410,119.8170,47.0800,6.9720,0.3270
2709,Medium variant,Bosnia and Herzegovina,,70,2040-2045,5.6290,27.1060,110.6550,123.1750,49.8960,7.4520,0.3470
2710,Medium variant,Bosnia and Herzegovina,,70,2045-2050,5.5230,27.5650,111.0160,125.3440,52.2040,7.8850,0.3630
2711,Medium variant,Bosnia and Herzegovina,,70,2050-2055,5.5050,27.8450,112.0170,127.0550,53.8890,8.1770,0.3720
2712,Medium variant,Bosnia and Herzegovina,,70,2055-2060,5.5210,28.1470,113.1230,128.3940,55.1710,8.4040,0.3800
2713,Medium variant,Bosnia and Herzegovina,,70,2060-2065,5.5600,28.5190,114.0300,129.3230,56.1360,8.5880,0.3840
2714,Medium variant,Bosnia and Herzegovina,,70,2065-2070,5.6280,28.9770,114.7980,130.0250,56.8770,8.7580,0.3970
