,,,,,,"Age-specific fertility rates (births per 1,000 women)",,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,15-19,20-24,25-29,30-34,35-39,40-44,45-49
2272,Medium variant,EUROPE,,908,2065-2070,7.2907,38.3859,100.5231,127.7665,72.2478,16.1697,0.9625
2273,Medium variant,EUROPE,,908,2070-2075,7.2780,38.4714,100.9879,128.1739,72.4805,16.2705,0.9757
2274,Medium variant,EUROPE,,908,2075-2080,7.2708,38.5158,101.2616,128.5539,72.6068,16.3381,0.9942
2275,Medium variant,EUROPE,,908,2080-2085,7.2798,38.5790,101.3960,128.9089,72.7051,16.3577,1.0034
2276,Medium variant,EUROPE,,908,2085-2090,7.2971,38.6706,101.4758,129.1837,72.8195,16.3549,0.9996
2277,Medium variant,EUROPE,,908,2090-2095,7.3095,38.7672,101.6013,129.3689,72.9503,16.3567,0.9910
2278,Medium variant,EUROPE,,908,2095-2100,7.3145,38.8655,101.8588,129.5748,73.0963,16.3805,0.9861
2279,Medium variant,Eastern Europe,,923,2015-2020,21.3630,66.4418,100.4873,83.6072,41.5818,8.3165,0.3300
2280,Medium variant,Eastern Europe,,923,2020-2025,16.9184,54.9147,100.2963,96.7001,50.2145,10.0203,0.3503
2281,Medium variant,Eastern Europe,,923,2025-2030,13.8668,48.0895,101.0424,105.8494,56.3755,11.3338,0.3708
2282,Medium variant,Eastern Europe,,923,2030-2035,11.8073,43.9549,102.1197,112.9122,60.3759,12.2147,0.3888
2283,Medium variant,Eastern Europe,,923,2035-2040,10.5025,41.5514,103.4289,118.2929,63.3456,12.7494,0.4043
2284,Medium variant,Eastern Europe,,923,2040-2045,9.6400,40.0995,104.6669,122.1458,65.2571,13.1774,0.4108
2285,Medium variant,Eastern Europe,,923,2045-2050,9.1888,39.3706,105.3951,124.5873,66.4497,13.6110,0.4211
2286,Medium variant,Eastern Europe,,923,2050-2055,8.8877,39.0272,105.9758,126.2278,67.1015,13.8893,0.4311
2287,Medium variant,Eastern Europe,,923,2055-2060,8.7124,39.0385,106.6338,127.4354,67.4349,14.0553,0.4379
2288,Medium variant,Eastern Europe,,923,2060-2065,8.6533,39.2446,107.3137,128.1550,67.7194,14.1461,0.4421
2289,Medium variant,Eastern Europe,,923,2065-2070,8.6559,39.4587,107.9809,128.7484,67.9906,14.2066,0.4440
2290,Medium variant,Eastern Europe,,923,2070-2075,8.6872,39.6017,108.5011,129.2611,68.2369,14.2500,0.4458
2291,Medium variant,Eastern Europe,,923,2075-2080,8.7112,39.6698,108.7955,129.6278,68.4209,14.2973,0.4467
2292,Medium variant,Eastern Europe,,923,2080-2085,8.7298,39.7519,109.0254,130.0210,68.6239,14.3617,0.4484
2293,Medium variant,Eastern Europe,,923,2085-2090,8.7292,39.8169,109.1140,130.2380,68.7381,14.4052,0.4496
2294,Medium variant,Eastern Europe,,923,2090-2095,8.7254,39.8904,109.2334,130.3842,68.8198,14.4316,0.4507
2295,Medium variant,Eastern Europe,,923,2095-2100,8.7344,39.9948,109.5060,130.6221,68.9472,14.4595,0.4515
2296,Medium variant,Belarus,,112,2015-2020,17.1600,76.5110,116.4920,86.7310,37.7670,6.2340,0.3450
2297,Medium variant,Belarus,,112,2020-2025,13.0710,61.2770,117.9040,102.4810,47.5390,7.8800,0.3680
2298,Medium variant,Belarus,,112,2025-2030,10.5930,52.0490,117.8130,112.9860,54.3320,9.0700,0.3970
2299,Medium variant,Belarus,,112,2030-2035,9.1240,46.6980,117.3520,119.8260,58.8570,9.9100,0.4130
2300,Medium variant,Belarus,,112,2035-2040,8.2480,43.6560,116.9270,124.3520,61.7920,10.5130,0.4320
2301,Medium variant,Belarus,,112,2040-2045,7.7310,42.0330,116.6620,127.2770,63.5710,10.9310,0.4350
2302,Medium variant,Belarus,,112,2045-2050,7.4340,41.2740,116.6260,129.3490,64.5750,11.2330,0.4490
2303,Medium variant,Belarus,,112,2050-2055,7.2910,40.9320,116.7320,130.5020,65.0060,11.4430,0.4540
2304,Medium variant,Belarus,,112,2055-2060,7.2270,40.7880,117.0230,131.1820,65.1910,11.5860,0.4630
2305,Medium variant,Belarus,,112,2060-2065,7.2090,40.8420,117.4330,131.8100,65.2380,11.6830,0.4650
2306,Medium variant,Belarus,,112,2065-2070,7.2210,40.9090,117.6280,132.0280,65.3460,11.7030,0.4650
2307,Medium variant,Belarus,,112,2070-2075,7.2340,40.9840,117.8400,132.2680,65.4640,11.7240,0.4660
2308,Medium variant,Belarus,,112,2075-2080,7.2400,41.0160,117.9350,132.3730,65.5170,11.7320,0.4670
2309,Medium variant,Belarus,,112,2080-2085,7.2490,41.0660,118.0790,132.5350,65.5970,11.7470,0.4670
2310,Medium variant,Belarus,,112,2085-2090,7.2590,41.1250,118.2480,132.7250,65.6910,11.7640,0.4680
2311,Medium variant,Belarus,,112,2090-2095,7.2540,41.0970,118.1670,132.6330,65.6460,11.7550,0.4680
2312,Medium variant,Belarus,,112,2095-2100,7.2660,41.1640,118.3610,132.8520,65.7530,11.7760,0.4680
2313,Medium variant,Bulgaria,,100,2015-2020,39.5000,60.2500,89.2540,81.1420,39.3960,6.8660,0.4120
2314,Medium variant,Bulgaria,,100,2020-2025,32.4510,51.1590,90.3040,94.7910,50.3280,8.9670,0.4600
2315,Medium variant,Bulgaria,,100,2025-2030,25.8760,44.5440,91.4430,105.6020,58.8370,10.7250,0.4730
2316,Medium variant,Bulgaria,,100,2030-2035,20.8840,40.4950,92.8200,113.1500,64.4200,12.0220,0.4890
2317,Medium variant,Bulgaria,,100,2035-2040,17.3380,38.3620,94.5700,118.3900,67.6440,12.9490,0.5070
2318,Medium variant,Bulgaria,,100,2040-2045,14.8230,37.4340,96.5860,122.1070,69.0700,13.5670,0.5130
2319,Medium variant,Bulgaria,,100,2045-2050,13.5870,37.1060,97.9750,124.3790,69.8140,14.0840,0.5150
2320,Medium variant,Bulgaria,,100,2050-2055,12.9400,37.0420,99.1600,125.9810,70.0380,14.4530,0.5260
2321,Medium variant,Bulgaria,,100,2055-2060,12.5550,37.1270,100.2340,127.1870,69.9340,14.6340,0.5290
2322,Medium variant,Bulgaria,,100,2060-2065,12.6140,37.3040,100.7100,127.7910,70.2660,14.7040,0.5310
2323,Medium variant,Bulgaria,,100,2065-2070,12.6620,37.4460,101.0910,128.2760,70.5330,14.7590,0.5330
2324,Medium variant,Bulgaria,,100,2070-2075,12.6970,37.5480,101.3680,128.6270,70.7260,14.7990,0.5350
2325,Medium variant,Bulgaria,,100,2075-2080,12.7280,37.6400,101.6180,128.9430,70.8990,14.8360,0.5360
2326,Medium variant,Bulgaria,,100,2080-2085,12.7490,37.7040,101.7890,129.1610,71.0190,14.8610,0.5370
2327,Medium variant,Bulgaria,,100,2085-2090,12.7680,37.7590,101.9390,129.3500,71.1240,14.8820,0.5380
2328,Medium variant,Bulgaria,,100,2090-2095,12.7830,37.8020,102.0550,129.4970,71.2050,14.9000,0.5380
2329,Medium variant,Bulgaria,,100,2095-2100,12.8010,37.8550,102.1990,129.6800,71.3050,14.9210,0.5390
2330,Medium variant,Czechia,,203,2015-2020,9.9950,35.1700,88.0620,119.5460,51.5570,8.5250,0.3450
2331,Medium variant,Czechia,,203,2020-2025,8.8910,30.5020,83.4310,131.5750,61.1050,10.2840,0.3720
2332,Medium variant,Czechia,,203,2025-2030,8.2840,28.0820,80.8210,138.9070,67.8140,11.6220,0.3900
2333,Medium variant,Czechia,,203,2030-2035,7.9590,26.9300,79.7060,143.4040,72.4450,12.6540,0.4020
2334,Medium variant,Czechia,,203,2035-2040,7.8010,26.4310,79.4270,146.2420,75.5600,13.4670,0.4120
2335,Medium variant,Czechia,,203,2040-2045,7.7390,26.2780,79.6270,148.1320,77.5850,14.1010,0.4180
2336,Medium variant,Czechia,,203,2045-2050,7.7280,26.2990,80.0830,149.5340,78.8170,14.5740,0.4250
2337,Medium variant,Czechia,,203,2050-2055,7.7470,26.4190,80.7060,150.5190,79.4460,14.9070,0.4360
2338,Medium variant,Czechia,,203,2055-2060,7.7940,26.5780,81.1960,151.4290,79.9270,14.9980,0.4380
2339,Medium variant,Czechia,,203,2060-2065,7.8320,26.7050,81.5860,152.1560,80.3110,15.0690,0.4410
2340,Medium variant,Czechia,,203,2065-2070,7.8610,26.8070,81.8950,152.7330,80.6150,15.1270,0.4420
2341,Medium variant,Czechia,,203,2070-2075,7.8900,26.9060,82.1940,153.2930,80.9110,15.1820,0.4440
2342,Medium variant,Czechia,,203,2075-2080,7.9100,26.9730,82.4000,153.6780,81.1140,15.2200,0.4450
2343,Medium variant,Czechia,,203,2080-2085,7.9240,27.0230,82.5530,153.9620,81.2640,15.2480,0.4460
2344,Medium variant,Czechia,,203,2085-2090,7.9340,27.0530,82.6470,154.1380,81.3560,15.2660,0.4460
2345,Medium variant,Czechia,,203,2090-2095,7.9380,27.0700,82.6960,154.2300,81.4050,15.2740,0.4470
2346,Medium variant,Czechia,,203,2095-2100,7.9490,27.1060,82.8090,154.4380,81.5150,15.2960,0.4470
2347,Medium variant,Hungary,,348,2015-2020,19.6780,35.8640,70.0160,92.1440,50.6620,10.6890,0.3070
2348,Medium variant,Hungary,,348,2020-2025,18.0310,31.6170,66.5200,100.6950,59.7630,13.0290,0.3250
2349,Medium variant,Hungary,,348,2025-2030,16.3600,28.9680,64.7980,107.0490,66.6250,14.9390,0.3410
2350,Medium variant,Hungary,,348,2030-2035,15.2060,27.4660,63.9860,111.5690,71.5690,16.4880,0.3560
2351,Medium variant,Hungary,,348,2035-2040,14.4790,26.7040,63.8710,115.0680,75.0790,17.7560,0.3630
2352,Medium variant,Hungary,,348,2040-2045,14.1100,26.4140,64.1680,117.9440,77.5380,18.7720,0.3740
2353,Medium variant,Hungary,,348,2045-2050,13.8520,26.3760,64.7800,120.2740,78.9660,19.4730,0.3790
2354,Medium variant,Hungary,,348,2050-2055,13.7110,26.5270,65.6320,122.2460,79.7140,19.8830,0.3870
2355,Medium variant,Hungary,,348,2055-2060,13.8570,26.8080,66.3280,123.5420,80.5600,20.0940,0.3910
2356,Medium variant,Hungary,,348,2060-2065,13.9850,27.0570,66.9450,124.6900,81.3080,20.2800,0.3950
2357,Medium variant,Hungary,,348,2065-2070,14.1030,27.2850,67.5090,125.7400,81.9940,20.4510,0.3980
2358,Medium variant,Hungary,,348,2070-2075,14.1950,27.4630,67.9490,126.5600,82.5280,20.5840,0.4010
2359,Medium variant,Hungary,,348,2075-2080,14.2710,27.6100,68.3130,127.2380,82.9700,20.6950,0.4030
2360,Medium variant,Hungary,,348,2080-2085,14.3460,27.7560,68.6730,127.9090,83.4070,20.8040,0.4050
2361,Medium variant,Hungary,,348,2085-2090,14.4140,27.8870,68.9970,128.5120,83.8010,20.9020,0.4070
2362,Medium variant,Hungary,,348,2090-2095,14.4660,27.9870,69.2450,128.9740,84.1020,20.9780,0.4080
2363,Medium variant,Hungary,,348,2095-2100,14.5230,28.0960,69.5180,129.4810,84.4320,21.0600,0.4100
2364,Medium variant,Poland,,616,2015-2020,12.7060,42.1440,85.2290,75.6630,35.0450,6.8950,0.2580
2365,Medium variant,Poland,,616,2020-2025,11.5280,36.2770,82.7280,81.9500,39.0250,7.5300,0.2620
2366,Medium variant,Poland,,616,2025-2030,10.8160,33.2620,83.8090,90.6470,44.1080,8.3590,0.2790
2367,Medium variant,Poland,,616,2030-2035,10.1320,31.2440,85.0650,98.3440,48.6150,9.0940,0.2860
2368,Medium variant,Poland,,616,2035-2040,9.5180,30.1180,86.6390,104.9540,52.4290,9.7000,0.3020
2369,Medium variant,Poland,,616,2040-2045,8.9770,29.6740,88.2990,110.2420,55.3960,10.1710,0.3210
2370,Medium variant,Poland,,616,2045-2050,8.6890,29.6640,90.2060,114.5030,57.8120,10.5720,0.3340
2371,Medium variant,Poland,,616,2050-2055,8.5460,29.8640,91.9850,117.7360,59.6370,10.8980,0.3540
2372,Medium variant,Poland,,616,2055-2060,8.5010,30.2800,93.8690,120.4590,61.0740,11.1550,0.3620
2373,Medium variant,Poland,,616,2060-2065,8.4890,30.7370,95.5050,122.4500,62.0370,11.3350,0.3670
2374,Medium variant,Poland,,616,2065-2070,8.6010,31.1750,96.8570,124.1640,62.9000,11.4910,0.3720
2375,Medium variant,Poland,,616,2070-2075,8.7010,31.5590,98.0420,125.6610,63.6510,11.6290,0.3770
2376,Medium variant,Poland,,616,2075-2080,8.7840,31.8760,99.0160,126.8930,64.2670,11.7430,0.3810
2377,Medium variant,Poland,,616,2080-2085,8.8650,32.1730,99.9380,128.0580,64.8530,11.8490,0.3840
2378,Medium variant,Poland,,616,2085-2090,8.9220,32.3910,100.5950,128.8920,65.2680,11.9250,0.3870
2379,Medium variant,Poland,,616,2090-2095,8.9730,32.5890,101.2100,129.6660,65.6550,11.9980,0.3890
2380,Medium variant,Poland,,616,2095-2100,9.0180,32.7570,101.7220,130.3160,65.9820,12.0540,0.3910
2381,Medium variant,Republic of Moldova,13,498,2015-2020,21.9560,69.9420,79.2070,47.8760,22.6060,4.0670,0.2460
2382,Medium variant,Republic of Moldova,13,498,2020-2025,19.2800,63.3950,82.4760,52.0710,26.3430,4.6640,0.2510
2383,Medium variant,Republic of Moldova,13,498,2025-2030,17.5150,59.8360,88.7270,59.1870,31.4430,5.5040,0.2680
2384,Medium variant,Republic of Moldova,13,498,2030-2035,15.7300,56.1130,93.7700,66.5770,36.4780,6.3260,0.2860
2385,Medium variant,Republic of Moldova,13,498,2035-2040,14.0770,52.6640,97.7660,73.9330,41.1410,7.1150,0.3040
2386,Medium variant,Republic of Moldova,13,498,2040-2045,12.6530,49.7440,100.9920,81.1040,45.3370,7.8250,0.3250
2387,Medium variant,Republic of Moldova,13,498,2045-2050,11.4330,47.3360,103.3840,87.7960,48.8470,8.4400,0.3440
2388,Medium variant,Republic of Moldova,13,498,2050-2055,10.4230,45.4350,105.0940,93.8730,51.6330,8.9390,0.3630
2389,Medium variant,Republic of Moldova,13,498,2055-2060,9.6200,44.0510,106.3570,99.3070,53.7520,9.3350,0.3780
2390,Medium variant,Republic of Moldova,13,498,2060-2065,8.9800,43.1030,107.2230,104.0810,55.2680,9.6340,0.3910
2391,Medium variant,Republic of Moldova,13,498,2065-2070,8.4840,42.5110,107.8570,108.3140,56.3020,9.8480,0.4040
2392,Medium variant,Republic of Moldova,13,498,2070-2075,8.1000,42.2000,108.3020,112.1120,56.9340,9.9830,0.4290
2393,Medium variant,Republic of Moldova,13,498,2075-2080,7.8110,42.1450,108.6800,115.5130,57.3090,10.0640,0.4380
2394,Medium variant,Republic of Moldova,13,498,2080-2085,7.5830,42.2120,108.8060,118.4150,57.3980,10.0910,0.4550
2395,Medium variant,Republic of Moldova,13,498,2085-2090,7.4060,42.3890,108.8020,120.9120,57.3120,10.0570,0.4620
2396,Medium variant,Republic of Moldova,13,498,2090-2095,7.2850,42.6790,108.7620,123.1820,57.1680,10.0050,0.4790
2397,Medium variant,Republic of Moldova,13,498,2095-2100,7.1740,43.0410,108.6470,125.2090,56.9740,9.9230,0.4920
2398,Medium variant,Romania,,642,2015-2020,33.0630,63.7700,92.6630,78.4930,34.0090,5.6510,0.3110
2399,Medium variant,Romania,,642,2020-2025,27.6810,55.3830,94.2730,91.0860,41.5000,6.5640,0.3330
2400,Medium variant,Romania,,642,2025-2030,22.8650,48.8860,95.3900,101.3890,47.8370,7.3690,0.3440
2401,Medium variant,Romania,,642,2030-2035,19.1210,44.4430,96.3650,109.0560,52.6810,8.0340,0.3600
2402,Medium variant,Romania,,642,2035-2040,16.3420,41.6540,97.5040,114.7410,56.2980,8.5650,0.3760
2403,Medium variant,Romania,,642,2040-2045,14.2520,39.9670,98.6120,118.7210,58.8050,8.9720,0.3910
2404,Medium variant,Romania,,642,2045-2050,12.6890,39.0230,99.7520,121.4880,60.4450,9.2980,0.4050
2405,Medium variant,Romania,,642,2050-2055,11.4890,38.6330,101.0340,123.5340,61.4730,9.5620,0.4150
2406,Medium variant,Romania,,642,2055-2060,10.5790,38.5570,102.2100,124.8580,61.9310,9.7600,0.4250
2407,Medium variant,Romania,,642,2060-2065,9.9420,38.7090,103.3990,125.8840,62.1430,9.9250,0.4380
2408,Medium variant,Romania,,642,2065-2070,9.5590,38.9110,104.3640,126.5730,62.1720,10.0410,0.4400
2409,Medium variant,Romania,,642,2070-2075,9.6020,39.0880,104.8380,127.1490,62.4540,10.0870,0.4420
2410,Medium variant,Romania,,642,2075-2080,9.6340,39.2180,105.1890,127.5720,62.6630,10.1200,0.4440
2411,Medium variant,Romania,,642,2080-2085,9.6670,39.3530,105.5500,128.0110,62.8790,10.1550,0.4450
2412,Medium variant,Romania,,642,2085-2090,9.6870,39.4320,105.7640,128.2700,63.0050,10.1760,0.4460
2413,Medium variant,Romania,,642,2090-2095,9.7120,39.5370,106.0420,128.6080,63.1710,10.2030,0.4470
2414,Medium variant,Romania,,642,2095-2100,9.7310,39.6110,106.2440,128.8520,63.2920,10.2220,0.4480
2415,Medium variant,Russian Federation,,643,2015-2020,21.5530,74.7870,109.9260,87.7150,46.0610,9.8210,0.3570
2416,Medium variant,Russian Federation,,643,2020-2025,16.0240,60.0030,111.1460,102.9100,55.5870,11.8470,0.3830
2417,Medium variant,Russian Federation,,643,2025-2030,12.8380,51.7510,111.5300,112.2670,61.3980,13.1690,0.4070
2418,Medium variant,Russian Federation,,643,2030-2035,10.8590,46.9600,111.7060,118.4990,64.8820,14.0080,0.4260
2419,Medium variant,Russian Federation,,643,2035-2040,9.6370,44.3140,112.0490,122.7930,66.8600,14.5260,0.4410
2420,Medium variant,Russian Federation,,643,2040-2045,8.8610,42.9000,112.4920,125.8600,67.7330,14.7660,0.4480
2421,Medium variant,Russian Federation,,643,2045-2050,8.5670,42.3150,112.9240,127.2650,68.3030,15.0520,0.4540
2422,Medium variant,Russian Federation,,643,2050-2055,8.4140,42.0430,113.3230,128.1770,68.4920,15.1960,0.4550
2423,Medium variant,Russian Federation,,643,2055-2060,8.3360,41.9720,113.7900,128.9360,68.4770,15.2090,0.4600
2424,Medium variant,Russian Federation,,643,2060-2065,8.3520,42.0490,114.0020,129.1740,68.6050,15.2370,0.4610
2425,Medium variant,Russian Federation,,643,2065-2070,8.3680,42.1320,114.2250,129.4270,68.7390,15.2670,0.4620
2426,Medium variant,Russian Federation,,643,2070-2075,8.3800,42.1940,114.3940,129.6190,68.8410,15.2890,0.4630
2427,Medium variant,Russian Federation,,643,2075-2080,8.3870,42.2300,114.4910,129.7280,68.8990,15.3020,0.4630
2428,Medium variant,Russian Federation,,643,2080-2085,8.4010,42.2990,114.6770,129.9410,69.0110,15.3270,0.4640
2429,Medium variant,Russian Federation,,643,2085-2090,8.4040,42.3140,114.7200,129.9890,69.0360,15.3330,0.4640
2430,Medium variant,Russian Federation,,643,2090-2095,8.4020,42.3030,114.6900,129.9540,69.0180,15.3290,0.4640
2431,Medium variant,Russian Federation,,643,2095-2100,8.4090,42.3360,114.7800,130.0570,69.0730,15.3410,0.4640
2432,Medium variant,Slovakia,,703,2015-2020,22.0270,41.6210,81.2190,94.6390,44.7770,7.8850,0.2920
2433,Medium variant,Slovakia,,703,2020-2025,20.0390,35.2770,78.7900,106.5480,53.8400,9.4510,0.2950
2434,Medium variant,Slovakia,,703,2025-2030,17.7000,31.3250,77.8600,115.1170,60.7840,10.7200,0.3140
2435,Medium variant,Slovakia,,703,2030-2035,15.6210,29.3460,78.4060,120.9540,65.6180,11.6830,0.3320
2436,Medium variant,Slovakia,,703,2035-2040,14.5430,28.3070,78.8060,124.8680,69.1410,12.4900,0.3450
2437,Medium variant,Slovakia,,703,2040-2045,13.8690,27.8680,79.5600,127.6530,71.5220,13.1440,0.3440
2438,Medium variant,Slovakia,,703,2045-2050,13.4480,27.7690,80.5510,129.7540,73.0280,13.6510,0.3590
2439,Medium variant,Slovakia,,703,2050-2055,13.2150,27.8550,81.6080,131.3810,73.8980,14.0400,0.3630
2440,Medium variant,Slovakia,,703,2055-2060,13.0640,28.0740,82.7790,132.6630,74.2900,14.2840,0.3660
2441,Medium variant,Slovakia,,703,2060-2065,13.1590,28.2790,83.3830,133.6300,74.8320,14.3880,0.3690
2442,Medium variant,Slovakia,,703,2065-2070,13.2430,28.4570,83.9100,134.4750,75.3050,14.4790,0.3710
2443,Medium variant,Slovakia,,703,2070-2075,13.3170,28.6180,84.3850,135.2350,75.7310,14.5610,0.3730
2444,Medium variant,Slovakia,,703,2075-2080,13.3740,28.7400,84.7440,135.8110,76.0530,14.6230,0.3750
2445,Medium variant,Slovakia,,703,2080-2085,13.4370,28.8750,85.1410,136.4490,76.4100,14.6910,0.3770
2446,Medium variant,Slovakia,,703,2085-2090,13.4660,28.9360,85.3240,136.7400,76.5740,14.7220,0.3780
2447,Medium variant,Slovakia,,703,2090-2095,13.5030,29.0160,85.5590,137.1160,76.7840,14.7630,0.3790
2448,Medium variant,Slovakia,,703,2095-2100,13.5350,29.0860,85.7650,137.4460,76.9700,14.7990,0.3790
2449,Medium variant,Ukraine,14,804,2015-2020,23.8400,79.6480,95.6000,71.5730,34.0400,6.4280,0.3110
2450,Medium variant,Ukraine,14,804,2020-2025,19.1950,67.6690,98.9110,84.6980,43.0970,8.1050,0.3250
2451,Medium variant,Ukraine,14,804,2025-2030,15.4530,57.9470,100.7530,95.7800,50.6790,9.5240,0.3440
2452,Medium variant,Ukraine,14,804,2030-2035,12.7470,51.0280,101.9440,104.2820,56.3200,10.6180,0.3610
2453,Medium variant,Ukraine,14,804,2035-2040,10.8900,46.4580,102.9500,110.6090,60.1810,11.4110,0.3810
2454,Medium variant,Ukraine,14,804,2040-2045,9.6430,43.6150,103.9520,115.2070,62.5640,11.9700,0.3890
2455,Medium variant,Ukraine,14,804,2045-2050,8.8210,41.9640,105.0160,118.6150,63.8460,12.3340,0.4040
2456,Medium variant,Ukraine,14,804,2050-2055,8.2750,41.0530,106.0850,121.1090,64.2830,12.5300,0.4250
2457,Medium variant,Ukraine,14,804,2055-2060,8.0500,40.7650,107.0800,122.6520,64.4800,12.7060,0.4270
2458,Medium variant,Ukraine,14,804,2060-2065,7.9440,40.7490,107.9690,123.7590,64.4800,12.7890,0.4300
2459,Medium variant,Ukraine,14,804,2065-2070,7.9740,40.9070,108.3850,124.2360,64.7280,12.8390,0.4310
2460,Medium variant,Ukraine,14,804,2070-2075,8.0040,41.0610,108.7950,124.7070,64.9730,12.8870,0.4330
2461,Medium variant,Ukraine,14,804,2075-2080,8.0280,41.1820,109.1140,125.0730,65.1640,12.9250,0.4340
2462,Medium variant,Ukraine,14,804,2080-2085,8.0490,41.2910,109.4040,125.4040,65.3370,12.9600,0.4350
2463,Medium variant,Ukraine,14,804,2085-2090,8.0600,41.3480,109.5550,125.5770,65.4270,12.9770,0.4360
2464,Medium variant,Ukraine,14,804,2090-2095,8.0730,41.4140,109.7300,125.7770,65.5310,12.9980,0.4370
2465,Medium variant,Ukraine,14,804,2095-2100,8.0960,41.5320,110.0440,126.1360,65.7190,13.0350,0.4380
2466,Medium variant,Northern Europe,15,924,2015-2020,10.4667,51.9683,106.4700,120.8810,66.3554,13.7332,0.8409
2467,Medium variant,Northern Europe,15,924,2020-2025,7.2278,44.9595,112.7732,130.8253,62.9392,11.8348,0.6455
2468,Medium variant,Northern Europe,15,924,2025-2030,7.1603,44.7311,112.4115,131.3526,63.1939,11.8734,0.6546
2469,Medium variant,Northern Europe,15,924,2030-2035,7.1067,44.6239,112.0596,131.5558,63.4194,11.9229,0.6582
2470,Medium variant,Northern Europe,15,924,2035-2040,7.0544,44.5782,112.0458,131.6867,63.7414,11.9542,0.6679
2471,Medium variant,Northern Europe,15,924,2040-2045,7.0208,44.5240,112.1407,131.8064,64.0583,12.0258,0.6757
2472,Medium variant,Northern Europe,15,924,2045-2050,7.0123,44.4964,112.2206,131.9055,64.0948,12.1221,0.6833
2473,Medium variant,Northern Europe,15,924,2050-2055,7.0253,44.5382,112.3059,132.0408,64.0534,12.1174,0.6905
2474,Medium variant,Northern Europe,15,924,2055-2060,7.0401,44.6024,112.3242,132.1355,64.0258,12.0877,0.6889
2475,Medium variant,Northern Europe,15,924,2060-2065,7.0430,44.6479,112.3014,132.1761,64.0325,12.0750,0.6867
2476,Medium variant,Northern Europe,15,924,2065-2070,7.0349,44.6748,112.3198,132.2115,64.0888,12.0757,0.6863
2477,Medium variant,Northern Europe,15,924,2070-2075,7.0200,44.6674,112.3257,132.1890,64.1359,12.0848,0.6876
2478,Medium variant,Northern Europe,15,924,2075-2080,7.0130,44.6636,112.3621,132.1976,64.1639,12.1004,0.6886
2479,Medium variant,Northern Europe,15,924,2080-2085,7.0167,44.6832,112.4155,132.2523,64.1675,12.1097,0.6887
2480,Medium variant,Northern Europe,15,924,2085-2090,7.0234,44.7076,112.4212,132.2850,64.1462,12.1060,0.6875
2481,Medium variant,Northern Europe,15,924,2090-2095,7.0243,44.7192,112.3792,132.2718,64.1220,12.0961,0.6858
2482,Medium variant,Northern Europe,15,924,2095-2100,7.0205,44.7291,112.3589,132.2673,64.1281,12.0920,0.6845
2483,Medium variant,Channel Islands,16,830,2015-2020,6.7900,34.5410,94.1470,105.8170,48.4240,7.1410,0.3000
2484,Medium variant,Channel Islands,16,830,2020-2025,5.9520,33.8630,94.9400,108.9630,50.5870,7.5210,0.3140
2485,Medium variant,Channel Islands,16,830,2025-2030,5.4840,33.5020,95.7760,111.4260,52.2320,7.7920,0.3280
2486,Medium variant,Channel Islands,16,830,2030-2035,5.2220,33.3610,96.6530,113.5030,53.5630,8.0020,0.3360
2487,Medium variant,Channel Islands,16,830,2035-2040,5.0680,33.3180,97.4130,115.1150,54.5990,8.1650,0.3420
2488,Medium variant,Channel Islands,16,830,2040-2045,4.9960,33.4080,98.2370,116.5980,55.4890,8.3060,0.3460
2489,Medium variant,Channel Islands,16,830,2045-2050,4.9580,33.5780,99.0490,117.8960,56.2310,8.4350,0.3530
2490,Medium variant,Channel Islands,16,830,2050-2055,4.9590,33.7690,99.7570,118.9240,56.7800,8.5360,0.3550
2491,Medium variant,Channel Islands,16,830,2055-2060,4.9770,34.0220,100.4350,119.8250,57.2250,8.6280,0.3680
2492,Medium variant,Channel Islands,16,830,2060-2065,5.0100,34.2520,101.1150,120.6340,57.6120,8.6870,0.3700
2493,Medium variant,Channel Islands,16,830,2065-2070,5.0360,34.4280,101.6320,121.2530,57.9080,8.7310,0.3720
2494,Medium variant,Channel Islands,16,830,2070-2075,5.0610,34.5990,102.1390,121.8560,58.1960,8.7750,0.3740
2495,Medium variant,Channel Islands,16,830,2075-2080,5.0880,34.7830,102.6820,122.5040,58.5060,8.8210,0.3760
2496,Medium variant,Channel Islands,16,830,2080-2085,5.1100,34.9330,103.1270,123.0340,58.7590,8.8590,0.3780
2497,Medium variant,Channel Islands,16,830,2085-2090,5.1300,35.0690,103.5280,123.5130,58.9870,8.8940,0.3790
2498,Medium variant,Channel Islands,16,830,2090-2095,5.1490,35.2010,103.9170,123.9760,59.2090,8.9270,0.3810
2499,Medium variant,Channel Islands,16,830,2095-2100,5.1610,35.2800,104.1510,124.2570,59.3420,8.9480,0.3810
2500,Medium variant,Denmark,,208,2015-2020,4.1230,35.3730,110.3850,129.4580,60.5670,11.7770,0.7370
2501,Medium variant,Denmark,,208,2020-2025,3.9960,34.6040,109.5260,131.8840,63.2630,12.6540,0.8130
2502,Medium variant,Denmark,,208,2025-2030,3.9350,34.2370,109.1760,133.5150,65.0380,13.2600,0.8790
2503,Medium variant,Denmark,,208,2030-2035,3.9090,34.0550,109.0640,134.6680,66.2640,13.6990,0.9210
2504,Medium variant,Denmark,,208,2035-2040,3.8960,33.9710,109.0480,135.4820,67.1100,14.0180,0.9550
2505,Medium variant,Denmark,,208,2040-2045,3.8950,33.9600,109.1520,136.1120,67.7160,14.2440,0.9810
