,,,,,,Number of male deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
2454,Medium variant,Ukraine,14,804,2040-2045,5.342,0.597,0.891,1.889,4.059,7.394,12.013,15.402,19.954,34.670,66.671,110.866,145.928,168.693,183.946,200.997,197.407,147.638,70.875,21.678
2455,Medium variant,Ukraine,14,804,2045-2050,4.983,0.568,0.805,1.603,3.407,6.300,10.729,15.546,19.216,26.390,46.792,89.934,141.353,173.070,191.039,192.651,186.199,154.669,82.386,27.157
2456,Medium variant,Ukraine,14,804,2050-2055,4.477,0.541,0.759,1.437,2.892,5.234,9.055,13.816,19.447,25.434,35.736,63.425,115.380,170.227,200.411,205.667,185.121,150.636,89.335,32.791
2457,Medium variant,Ukraine,14,804,2055-2060,3.974,0.494,0.710,1.340,2.568,4.359,7.381,11.527,17.225,25.707,34.420,48.502,81.886,140.638,200.945,221.415,204.012,155.897,89.712,37.241
2458,Medium variant,Ukraine,14,804,2060-2065,3.589,0.438,0.639,1.249,2.379,3.773,5.959,9.188,14.219,22.686,34.831,46.961,63.398,101.654,169.895,228.274,227.613,178.390,97.363,39.333
2459,Medium variant,Ukraine,14,804,2065-2070,3.364,0.392,0.556,1.104,2.166,3.410,5.075,7.391,11.390,18.844,30.896,47.759,61.909,79.704,124.917,196.867,241.228,205.685,115.246,44.166
2460,Medium variant,Ukraine,14,804,2070-2075,3.205,0.356,0.485,0.947,1.879,3.029,4.495,6.254,9.177,15.159,25.783,42.544,63.218,78.838,99.697,148.185,213.837,225.084,138.146,54.092
2461,Medium variant,Ukraine,14,804,2075-2080,3.054,0.336,0.442,0.826,1.598,2.613,3.995,5.610,7.916,12.458,21.118,36.041,57.168,82.185,101.178,122.055,166.869,206.349,156.925,67.982
2462,Medium variant,Ukraine,14,804,2080-2085,2.881,0.322,0.413,0.738,1.372,2.203,3.422,5.004,7.194,10.901,17.603,29.919,49.184,75.952,108.188,127.876,142.599,167.440,148.614,81.765
2463,Medium variant,Ukraine,14,804,2085-2090,2.667,0.300,0.388,0.684,1.220,1.876,2.872,4.313,6.510,10.053,15.622,25.243,41.348,66.506,102.021,139.779,154.044,148.293,125.130,83.296
2464,Medium variant,Ukraine,14,804,2090-2095,2.482,0.276,0.357,0.641,1.125,1.651,2.424,3.632,5.698,9.248,14.630,22.720,35.453,57.128,91.543,135.454,173.664,166.844,115.969,75.660
2465,Medium variant,Ukraine,14,804,2095-2100,2.352,0.254,0.328,0.596,1.046,1.497,2.114,3.082,4.854,8.183,13.611,21.493,32.294,49.838,80.215,124.315,172.768,193.115,136.052,72.790
2466,Medium variant,Northern Europe,15,924,2015-2020,13.812,1.308,1.647,4.043,8.213,11.844,15.235,20.086,28.837,45.072,70.817,103.242,141.179,204.087,275.280,333.183,388.200,374.634,240.715,88.498
2467,Medium variant,Northern Europe,15,924,2020-2025,11.730,1.156,1.537,3.652,6.916,10.292,14.248,19.239,26.531,39.161,61.979,97.190,138.555,184.288,266.348,362.214,413.274,404.207,277.866,118.781
2468,Medium variant,Northern Europe,15,924,2025-2030,9.839,1.008,1.357,3.427,6.352,8.767,12.391,17.899,25.178,35.700,53.575,84.908,130.514,181.418,242.027,358.549,468.368,454.001,318.562,148.624
2469,Medium variant,Northern Europe,15,924,2030-2035,8.422,0.870,1.202,3.092,6.032,8.187,10.586,15.552,23.314,33.702,48.793,73.614,114.654,172.405,241.467,333.229,481.084,544.310,381.494,183.769
2470,Medium variant,Northern Europe,15,924,2035-2040,7.593,0.766,1.066,2.793,5.553,7.926,9.951,13.329,20.332,31.382,46.384,67.653,100.628,153.835,234.590,342.620,465.433,585.482,487.015,235.628
2471,Medium variant,Northern Europe,15,924,2040-2045,7.076,0.704,0.951,2.519,5.091,7.400,9.724,12.604,17.556,27.585,43.612,64.953,93.658,137.005,213.511,343.124,496.453,593.258,545.666,318.586
2472,Medium variant,Northern Europe,15,924,2045-2050,6.566,0.662,0.864,2.253,4.604,6.809,9.084,12.287,16.566,23.816,38.550,61.417,90.464,128.708,192.334,318.866,512.002,656.185,579.095,380.343
2473,Medium variant,Northern Europe,15,924,2050-2055,6.030,0.624,0.809,2.065,4.145,6.169,8.365,11.472,16.110,22.470,33.361,54.411,85.664,124.678,181.957,291.229,487.176,698.447,665.827,428.562
2474,Medium variant,Northern Europe,15,924,2055-2060,5.520,0.574,0.758,1.949,3.820,5.571,7.571,10.558,15.024,21.834,31.549,47.320,76.250,118.573,177.569,279.701,455.478,686.113,735.463,513.628
2475,Medium variant,Northern Europe,15,924,2060-2065,5.029,0.527,0.701,1.814,3.552,5.084,6.788,9.515,13.771,20.248,30.480,44.584,66.211,105.378,168.851,274.757,444.679,658.235,745.632,597.208
2476,Medium variant,Northern Europe,15,924,2065-2070,4.643,0.478,0.650,1.672,3.300,4.742,6.200,8.496,12.372,18.528,28.227,43.059,62.538,91.880,151.018,264.533,445.241,662.422,742.192,643.378
2477,Medium variant,Northern Europe,15,924,2070-2075,4.329,0.435,0.582,1.522,3.025,4.395,5.751,7.740,11.051,16.665,25.862,39.893,60.477,87.002,132.564,240.379,436.668,683.202,775.941,675.681
2478,Medium variant,Northern Europe,15,924,2075-2080,4.002,0.402,0.530,1.372,2.724,3.998,5.307,7.142,10.005,14.824,23.204,36.438,55.878,83.922,125.504,213.074,403.615,688.715,828.933,738.058
2479,Medium variant,Northern Europe,15,924,2080-2085,3.653,0.373,0.488,1.242,2.445,3.576,4.802,6.561,9.200,13.367,20.587,32.613,50.946,77.455,121.294,203.782,364.081,656.481,866.771,827.128
2480,Medium variant,Northern Europe,15,924,2085-2090,3.331,0.341,0.448,1.123,2.181,3.186,4.284,5.918,8.414,12.270,18.583,28.973,45.647,70.692,112.612,199.889,353.559,612.475,857.937,914.678
2481,Medium variant,Northern Europe,15,924,2090-2095,3.035,0.307,0.398,1.021,1.980,2.848,3.788,5.245,7.562,11.188,16.961,26.019,40.401,63.069,102.830,186.760,350.215,611.882,831.227,964.412
2482,Medium variant,Northern Europe,15,924,2095-2100,2.759,0.277,0.364,0.925,1.786,2.549,3.358,4.621,6.678,10.026,15.438,23.745,36.303,55.818,92.222,172.454,331.949,625.646,863.691,994.043
2483,Medium variant,Channel Islands,16,830,2015-2020,0.033,0.003,0.003,0.005,0.008,0.009,0.011,0.014,0.024,0.046,0.092,0.151,0.220,0.344,0.465,0.571,0.696,0.630,0.356,0.112
2484,Medium variant,Channel Islands,16,830,2020-2025,0.029,0.002,0.003,0.004,0.007,0.008,0.010,0.013,0.021,0.039,0.077,0.145,0.226,0.329,0.498,0.627,0.687,0.669,0.416,0.156
2485,Medium variant,Channel Islands,16,830,2025-2030,0.027,0.002,0.002,0.004,0.006,0.006,0.008,0.011,0.019,0.035,0.064,0.121,0.218,0.342,0.482,0.683,0.783,0.691,0.468,0.201
2486,Medium variant,Channel Islands,16,830,2030-2035,0.024,0.001,0.002,0.004,0.005,0.006,0.007,0.010,0.017,0.032,0.058,0.101,0.182,0.332,0.506,0.675,0.872,0.826,0.511,0.251
2487,Medium variant,Channel Islands,16,830,2035-2040,0.022,0.001,0.001,0.003,0.005,0.005,0.006,0.008,0.015,0.028,0.052,0.091,0.153,0.283,0.502,0.729,0.894,0.957,0.660,0.303
2488,Medium variant,Channel Islands,16,830,2040-2045,0.021,0.001,0.001,0.004,0.004,0.005,0.005,0.008,0.013,0.025,0.046,0.083,0.140,0.242,0.440,0.743,1.002,1.036,0.803,0.417
2489,Medium variant,Channel Islands,16,830,2045-2050,0.018,0.002,0.002,0.003,0.004,0.004,0.005,0.007,0.011,0.022,0.042,0.075,0.130,0.228,0.387,0.668,1.054,1.207,0.914,0.555
2490,Medium variant,Channel Islands,16,830,2050-2055,0.018,0.002,0.002,0.003,0.004,0.004,0.004,0.006,0.010,0.019,0.037,0.068,0.119,0.215,0.371,0.601,0.972,1.306,1.112,0.683
2491,Medium variant,Channel Islands,16,830,2055-2060,0.016,0.001,0.002,0.002,0.003,0.004,0.004,0.006,0.009,0.018,0.033,0.060,0.109,0.198,0.352,0.582,0.887,1.231,1.243,0.874
2492,Medium variant,Channel Islands,16,830,2060-2065,0.016,0.001,0.001,0.002,0.003,0.003,0.004,0.006,0.009,0.017,0.031,0.055,0.096,0.182,0.327,0.559,0.874,1.154,1.204,1.053
2493,Medium variant,Channel Islands,16,830,2065-2070,0.014,0.001,0.001,0.002,0.003,0.003,0.004,0.005,0.008,0.015,0.028,0.052,0.087,0.163,0.302,0.526,0.852,1.163,1.166,1.124
2494,Medium variant,Channel Islands,16,830,2070-2075,0.013,0.001,0.001,0.001,0.003,0.003,0.003,0.005,0.008,0.014,0.026,0.047,0.081,0.147,0.273,0.490,0.814,1.160,1.211,1.161
2495,Medium variant,Channel Islands,16,830,2075-2080,0.013,0.001,0.001,0.002,0.003,0.002,0.003,0.004,0.007,0.013,0.024,0.043,0.074,0.138,0.250,0.447,0.769,1.130,1.244,1.259
2496,Medium variant,Channel Islands,16,830,2080-2085,0.012,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.006,0.012,0.022,0.039,0.068,0.126,0.235,0.414,0.711,1.090,1.248,1.368
2497,Medium variant,Channel Islands,16,830,2085-2090,0.011,0.000,0.001,0.002,0.002,0.002,0.002,0.003,0.006,0.011,0.019,0.035,0.062,0.116,0.217,0.393,0.666,1.028,1.240,1.472
2498,Medium variant,Channel Islands,16,830,2090-2095,0.010,0.000,0.000,0.001,0.001,0.002,0.002,0.003,0.005,0.010,0.018,0.032,0.057,0.107,0.200,0.366,0.643,0.984,1.204,1.566
2499,Medium variant,Channel Islands,16,830,2095-2100,0.009,0.000,0.000,0.001,0.002,0.002,0.002,0.003,0.004,0.008,0.016,0.029,0.051,0.098,0.185,0.342,0.605,0.969,1.184,1.635
2500,Medium variant,Denmark,,208,2015-2020,0.564,0.042,0.069,0.199,0.365,0.425,0.488,0.737,1.277,2.464,4.432,6.499,8.719,13.670,19.081,21.301,22.097,19.508,12.117,4.338
2501,Medium variant,Denmark,,208,2020-2025,0.499,0.032,0.056,0.165,0.302,0.391,0.495,0.651,1.054,2.013,3.965,6.479,8.624,11.233,18.035,25.522,26.204,22.037,13.367,5.351
2502,Medium variant,Denmark,,208,2025-2030,0.432,0.028,0.045,0.139,0.257,0.324,0.461,0.659,0.935,1.679,3.258,5.763,8.517,11.017,14.848,24.623,32.395,27.309,16.122,6.378
2503,Medium variant,Denmark,,208,2030-2035,0.360,0.025,0.039,0.113,0.216,0.277,0.383,0.612,0.951,1.499,2.736,4.739,7.512,10.806,14.608,20.689,32.031,35.371,21.197,8.280
2504,Medium variant,Denmark,,208,2035-2040,0.300,0.021,0.035,0.102,0.182,0.234,0.327,0.512,0.891,1.537,2.460,3.979,6.162,9.493,14.407,20.825,27.945,36.211,29.193,11.683
2505,Medium variant,Denmark,,208,2040-2045,0.255,0.018,0.031,0.095,0.172,0.202,0.284,0.448,0.766,1.477,2.573,3.643,5.232,7.878,12.927,21.267,29.348,33.520,31.206,17.336
2506,Medium variant,Denmark,,208,2045-2050,0.230,0.016,0.028,0.088,0.163,0.195,0.249,0.396,0.684,1.291,2.519,3.865,4.861,6.774,10.930,19.752,31.122,36.894,30.856,20.216
2507,Medium variant,Denmark,,208,2050-2055,0.214,0.014,0.026,0.080,0.154,0.187,0.240,0.351,0.611,1.162,2.224,3.792,5.182,6.328,9.497,17.047,29.629,40.534,35.511,21.612
2508,Medium variant,Denmark,,208,2055-2060,0.202,0.013,0.023,0.073,0.140,0.176,0.233,0.340,0.544,1.045,2.012,3.358,5.094,6.761,8.913,15.105,26.214,39.767,40.590,25.840
2509,Medium variant,Denmark,,208,2060-2065,0.188,0.012,0.022,0.067,0.126,0.159,0.219,0.330,0.528,0.930,1.810,3.041,4.509,6.633,9.540,14.314,23.647,36.205,41.057,31.051
2510,Medium variant,Denmark,,208,2065-2070,0.172,0.011,0.021,0.062,0.117,0.146,0.199,0.309,0.511,0.901,1.612,2.731,4.091,5.869,9.408,15.537,22.903,33.586,38.877,33.589
2511,Medium variant,Denmark,,208,2070-2075,0.156,0.010,0.019,0.059,0.108,0.132,0.181,0.282,0.478,0.871,1.560,2.433,3.667,5.316,8.336,15.548,25.281,33.411,37.290,33.947
2512,Medium variant,Denmark,,208,2075-2080,0.145,0.010,0.017,0.055,0.102,0.123,0.165,0.255,0.436,0.814,1.502,2.351,3.271,4.754,7.547,13.953,25.688,37.850,38.612,34.318
2513,Medium variant,Denmark,,208,2080-2085,0.134,0.009,0.016,0.050,0.094,0.115,0.152,0.231,0.391,0.738,1.400,2.257,3.153,4.228,6.776,12.720,23.400,39.436,45.268,36.994
2514,Medium variant,Denmark,,208,2085-2090,0.125,0.008,0.015,0.046,0.087,0.108,0.142,0.213,0.356,0.664,1.268,2.100,3.032,4.077,6.055,11.555,21.798,36.947,48.802,44.786
2515,Medium variant,Denmark,,208,2090-2095,0.116,0.008,0.013,0.041,0.079,0.099,0.133,0.199,0.326,0.597,1.129,1.890,2.807,3.892,5.832,10.328,20.038,35.192,47.247,51.420
2516,Medium variant,Denmark,,208,2095-2100,0.107,0.006,0.012,0.038,0.071,0.089,0.120,0.184,0.303,0.550,1.018,1.688,2.538,3.614,5.622,10.102,18.277,33.394,46.814,53.825
2517,Medium variant,Estonia,,233,2015-2020,0.153,0.024,0.033,0.074,0.182,0.391,0.542,0.582,0.789,1.153,1.717,2.694,3.706,4.324,4.526,5.135,5.245,3.950,1.882,0.441
2518,Medium variant,Estonia,,233,2020-2025,0.129,0.020,0.032,0.074,0.142,0.263,0.440,0.546,0.708,1.077,1.547,2.331,3.440,4.268,4.713,4.894,5.184,4.474,2.431,0.741
2519,Medium variant,Estonia,,233,2025-2030,0.106,0.017,0.027,0.071,0.143,0.200,0.286,0.431,0.647,0.949,1.434,2.099,3.001,4.041,4.790,5.285,5.178,4.614,2.908,1.014
2520,Medium variant,Estonia,,233,2030-2035,0.092,0.014,0.022,0.058,0.132,0.199,0.218,0.279,0.517,0.869,1.265,1.950,2.723,3.568,4.628,5.516,5.777,4.825,3.104,1.286
2521,Medium variant,Estonia,,233,2035-2040,0.086,0.012,0.018,0.049,0.108,0.181,0.218,0.215,0.337,0.697,1.165,1.731,2.548,3.297,4.183,5.489,6.248,5.607,3.421,1.451
2522,Medium variant,Estonia,,233,2040-2045,0.081,0.011,0.015,0.040,0.091,0.148,0.197,0.217,0.261,0.461,0.948,1.616,2.298,3.154,3.981,5.133,6.458,6.328,4.166,1.704
2523,Medium variant,Estonia,,233,2045-2050,0.075,0.010,0.013,0.032,0.074,0.125,0.164,0.202,0.269,0.363,0.641,1.345,2.200,2.934,3.941,5.069,6.287,6.831,4.917,2.172
2524,Medium variant,Estonia,,233,2050-2055,0.067,0.010,0.013,0.029,0.062,0.102,0.140,0.171,0.258,0.384,0.516,0.926,1.859,2.875,3.766,5.164,6.409,6.866,5.493,2.686
2525,Medium variant,Estonia,,233,2055-2060,0.059,0.008,0.011,0.028,0.056,0.085,0.114,0.148,0.221,0.373,0.550,0.751,1.295,2.468,3.770,5.049,6.697,7.240,5.699,3.152
2526,Medium variant,Estonia,,233,2060-2065,0.053,0.007,0.010,0.026,0.053,0.076,0.095,0.122,0.193,0.322,0.539,0.807,1.062,1.743,3.293,5.153,6.700,7.751,6.217,3.438
2527,Medium variant,Estonia,,233,2065-2070,0.049,0.007,0.009,0.024,0.048,0.071,0.085,0.103,0.161,0.282,0.468,0.795,1.148,1.450,2.361,4.584,6.972,7.942,6.817,3.903
2528,Medium variant,Estonia,,233,2070-2075,0.046,0.006,0.008,0.020,0.043,0.064,0.079,0.092,0.135,0.236,0.413,0.693,1.136,1.586,1.995,3.341,6.310,8.460,7.186,4.452
2529,Medium variant,Estonia,,233,2075-2080,0.043,0.005,0.007,0.017,0.037,0.055,0.071,0.086,0.121,0.199,0.347,0.611,0.994,1.585,2.212,2.855,4.678,7.788,7.858,4.921
2530,Medium variant,Estonia,,233,2080-2085,0.040,0.005,0.007,0.017,0.032,0.047,0.062,0.078,0.113,0.179,0.293,0.514,0.880,1.401,2.236,3.206,4.069,5.891,7.370,5.588
2531,Medium variant,Estonia,,233,2085-2090,0.036,0.005,0.007,0.015,0.028,0.040,0.051,0.067,0.104,0.168,0.265,0.436,0.744,1.253,2.003,3.292,4.645,5.254,5.723,5.597
2532,Medium variant,Estonia,,233,2090-2095,0.034,0.004,0.006,0.014,0.026,0.035,0.043,0.057,0.091,0.155,0.251,0.397,0.635,1.072,1.818,2.991,4.844,6.128,5.270,4.730
2533,Medium variant,Estonia,,233,2095-2100,0.031,0.004,0.006,0.012,0.024,0.031,0.038,0.049,0.077,0.135,0.232,0.376,0.580,0.923,1.572,2.745,4.463,6.497,6.309,4.468
2534,Medium variant,Finland,17,246,2015-2020,0.355,0.052,0.108,0.320,0.604,0.691,0.813,1.155,1.682,2.677,4.421,6.615,9.445,13.830,16.844,18.356,20.961,19.738,11.712,3.637
2535,Medium variant,Finland,17,246,2020-2025,0.300,0.045,0.098,0.288,0.509,0.603,0.733,1.048,1.615,2.355,3.615,5.731,8.252,11.568,17.255,21.844,22.869,21.809,14.413,5.595
2536,Medium variant,Finland,17,246,2025-2030,0.258,0.040,0.088,0.270,0.469,0.513,0.647,0.954,1.480,2.281,3.211,4.734,7.235,10.259,14.745,23.262,28.676,25.307,17.052,7.520
2537,Medium variant,Finland,17,246,2030-2035,0.231,0.036,0.081,0.249,0.442,0.479,0.560,0.861,1.374,2.130,3.169,4.290,6.103,9.206,13.453,20.705,32.023,33.751,21.072,9.617
2538,Medium variant,Finland,17,246,2035-2040,0.212,0.033,0.075,0.232,0.410,0.452,0.526,0.752,1.251,1.993,2.984,4.274,5.598,7.861,12.264,19.381,29.558,38.952,29.672,12.563
2539,Medium variant,Finland,17,246,2040-2045,0.201,0.030,0.069,0.214,0.383,0.423,0.500,0.707,1.097,1.824,2.806,4.042,5.610,7.264,10.577,18.031,28.485,37.280,35.006,18.410
2540,Medium variant,Finland,17,246,2045-2050,0.191,0.029,0.064,0.196,0.353,0.394,0.466,0.672,1.032,1.598,2.567,3.807,5.318,7.299,9.813,15.784,27.124,37.079,34.781,23.062
2541,Medium variant,Finland,17,246,2050-2055,0.180,0.027,0.059,0.180,0.322,0.364,0.437,0.627,0.981,1.503,2.252,3.488,5.025,6.940,9.908,14.811,24.307,36.351,35.903,24.587
2542,Medium variant,Finland,17,246,2055-2060,0.169,0.026,0.056,0.166,0.295,0.331,0.400,0.585,0.911,1.426,2.118,3.062,4.605,6.564,9.447,15.136,23.299,33.489,36.296,26.539
2543,Medium variant,Finland,17,246,2060-2065,0.158,0.023,0.052,0.156,0.273,0.302,0.362,0.534,0.845,1.318,2.000,2.869,4.038,6.004,8.927,14.577,24.264,33.066,34.513,28.177
2544,Medium variant,Finland,17,246,2065-2070,0.148,0.022,0.048,0.143,0.252,0.279,0.333,0.484,0.772,1.226,1.855,2.723,3.806,5.293,8.224,13.977,23.946,35.500,35.566,28.414
2545,Medium variant,Finland,17,246,2070-2075,0.141,0.021,0.044,0.131,0.231,0.258,0.306,0.441,0.696,1.113,1.714,2.514,3.598,4.971,7.226,12.989,23.339,35.888,39.333,30.337
2546,Medium variant,Finland,17,246,2075-2080,0.132,0.019,0.040,0.118,0.210,0.235,0.281,0.403,0.629,0.998,1.552,2.321,3.323,4.697,6.789,11.518,22.139,35.994,41.062,34.798
2547,Medium variant,Finland,17,246,2080-2085,0.125,0.018,0.037,0.107,0.189,0.213,0.257,0.370,0.574,0.900,1.391,2.101,3.068,4.337,6.419,10.947,20.007,35.096,42.713,38.470
2548,Medium variant,Finland,17,246,2085-2090,0.117,0.017,0.034,0.097,0.169,0.192,0.231,0.335,0.522,0.818,1.252,1.882,2.779,4.005,5.929,10.527,19.280,32.680,42.951,42.154
2549,Medium variant,Finland,17,246,2090-2095,0.109,0.015,0.030,0.088,0.151,0.172,0.207,0.301,0.471,0.743,1.135,1.693,2.493,3.628,5.499,9.861,18.774,32.534,41.506,44.995
2550,Medium variant,Finland,17,246,2095-2100,0.102,0.014,0.027,0.079,0.137,0.153,0.185,0.268,0.422,0.669,1.029,1.534,2.243,3.252,4.999,9.243,17.808,32.665,42.838,46.179
2551,Medium variant,Iceland,,352,2015-2020,0.025,0.004,0.007,0.020,0.033,0.032,0.029,0.035,0.053,0.080,0.131,0.229,0.351,0.482,0.606,0.703,0.877,0.953,0.639,0.239
2552,Medium variant,Iceland,,352,2020-2025,0.020,0.004,0.007,0.018,0.026,0.027,0.026,0.031,0.049,0.072,0.115,0.199,0.332,0.485,0.677,0.834,0.907,0.989,0.765,0.337
2553,Medium variant,Iceland,,352,2025-2030,0.017,0.003,0.006,0.017,0.025,0.023,0.023,0.029,0.046,0.067,0.105,0.178,0.295,0.466,0.696,0.957,1.119,1.086,0.842,0.439
2554,Medium variant,Iceland,,352,2030-2035,0.015,0.002,0.005,0.015,0.023,0.021,0.019,0.026,0.043,0.064,0.100,0.167,0.268,0.421,0.688,1.014,1.334,1.420,0.994,0.520
2555,Medium variant,Iceland,,352,2035-2040,0.013,0.002,0.005,0.014,0.020,0.020,0.018,0.023,0.040,0.061,0.096,0.163,0.254,0.388,0.635,1.024,1.460,1.766,1.372,0.650
2556,Medium variant,Iceland,,352,2040-2045,0.012,0.002,0.004,0.012,0.019,0.018,0.018,0.021,0.034,0.056,0.093,0.157,0.248,0.369,0.591,0.957,1.506,2.005,1.763,0.927
2557,Medium variant,Iceland,,352,2045-2050,0.011,0.002,0.004,0.011,0.016,0.016,0.016,0.021,0.031,0.047,0.086,0.152,0.241,0.363,0.571,0.905,1.438,2.143,2.083,1.256
2558,Medium variant,Iceland,,352,2050-2055,0.010,0.002,0.003,0.010,0.015,0.015,0.014,0.018,0.031,0.045,0.073,0.140,0.232,0.349,0.562,0.878,1.378,2.108,2.295,1.567
2559,Medium variant,Iceland,,352,2055-2060,0.009,0.002,0.003,0.010,0.014,0.014,0.013,0.017,0.028,0.043,0.069,0.118,0.214,0.338,0.548,0.875,1.363,2.090,2.340,1.830
2560,Medium variant,Iceland,,352,2060-2065,0.009,0.001,0.003,0.008,0.012,0.012,0.012,0.015,0.025,0.039,0.066,0.112,0.180,0.309,0.529,0.856,1.374,2.128,2.417,1.983
2561,Medium variant,Iceland,,352,2065-2070,0.008,0.001,0.003,0.007,0.012,0.011,0.010,0.013,0.023,0.036,0.060,0.107,0.171,0.261,0.492,0.840,1.373,2.223,2.562,2.152
2562,Medium variant,Iceland,,352,2070-2075,0.007,0.001,0.003,0.007,0.010,0.010,0.010,0.012,0.020,0.031,0.053,0.095,0.161,0.245,0.415,0.777,1.356,2.281,2.778,2.387
2563,Medium variant,Iceland,,352,2075-2080,0.007,0.001,0.002,0.006,0.009,0.009,0.009,0.011,0.018,0.029,0.049,0.085,0.143,0.230,0.392,0.663,1.283,2.333,2.956,2.722
2564,Medium variant,Iceland,,352,2080-2085,0.007,0.001,0.002,0.005,0.009,0.009,0.008,0.010,0.016,0.025,0.043,0.076,0.128,0.204,0.372,0.635,1.104,2.283,3.156,3.057
2565,Medium variant,Iceland,,352,2085-2090,0.006,0.000,0.002,0.004,0.007,0.007,0.007,0.009,0.015,0.023,0.038,0.067,0.113,0.182,0.329,0.606,1.070,2.039,3.188,3.428
2566,Medium variant,Iceland,,352,2090-2095,0.006,0.001,0.001,0.005,0.006,0.006,0.007,0.008,0.013,0.021,0.034,0.060,0.099,0.160,0.296,0.545,1.043,2.038,2.971,3.685
2567,Medium variant,Iceland,,352,2095-2100,0.005,0.001,0.001,0.004,0.005,0.005,0.006,0.008,0.012,0.018,0.030,0.053,0.087,0.140,0.261,0.493,0.949,2.052,3.088,3.665
2568,Medium variant,Ireland,,372,2015-2020,0.463,0.052,0.106,0.269,0.396,0.396,0.465,0.662,1.027,1.516,2.324,3.581,5.408,8.034,10.421,12.673,14.071,11.548,6.453,2.290
2569,Medium variant,Ireland,,372,2020-2025,0.349,0.043,0.100,0.277,0.400,0.348,0.353,0.518,0.891,1.470,2.228,3.416,5.179,7.511,10.882,14.160,15.774,13.945,7.888,2.790
2570,Medium variant,Ireland,,372,2025-2030,0.282,0.033,0.086,0.264,0.407,0.349,0.309,0.391,0.695,1.266,2.149,3.264,4.930,7.180,10.226,15.190,18.409,16.503,10.120,3.674
2571,Medium variant,Ireland,,372,2030-2035,0.253,0.026,0.069,0.228,0.385,0.356,0.310,0.345,0.535,1.004,1.882,3.198,4.794,6.939,10.011,14.918,20.817,20.560,12.837,5.065
2572,Medium variant,Ireland,,372,2035-2040,0.242,0.024,0.058,0.189,0.334,0.341,0.321,0.351,0.478,0.788,1.526,2.860,4.808,6.906,9.956,15.260,21.555,24.550,17.086,6.897
2573,Medium variant,Ireland,,372,2040-2045,0.227,0.023,0.053,0.161,0.277,0.296,0.310,0.366,0.490,0.712,1.209,2.341,4.349,6.977,10.055,15.672,22.964,26.564,21.308,9.718
2574,Medium variant,Ireland,,372,2045-2050,0.207,0.023,0.051,0.147,0.240,0.248,0.271,0.354,0.512,0.733,1.096,1.866,3.581,6.326,10.262,16.185,24.338,29.524,24.054,12.804
2575,Medium variant,Ireland,,372,2050-2055,0.184,0.022,0.050,0.142,0.223,0.216,0.228,0.311,0.498,0.767,1.128,1.694,2.860,5.202,9.362,16.897,25.913,32.344,28.010,15.346
2576,Medium variant,Ireland,,372,2055-2060,0.167,0.019,0.045,0.136,0.214,0.199,0.197,0.262,0.437,0.741,1.176,1.741,2.595,4.150,7.760,15.705,27.768,35.760,31.794,18.792
2577,Medium variant,Ireland,,372,2060-2065,0.155,0.017,0.040,0.124,0.202,0.190,0.181,0.225,0.365,0.648,1.134,1.805,2.652,3.748,6.217,13.161,26.458,39.454,36.780,22.426
2578,Medium variant,Ireland,,372,2065-2070,0.148,0.015,0.036,0.108,0.181,0.179,0.173,0.207,0.313,0.541,0.990,1.736,2.749,3.822,5.656,10.642,22.849,38.908,42.096,27.358
2579,Medium variant,Ireland,,372,2070-2075,0.139,0.015,0.031,0.094,0.157,0.160,0.162,0.195,0.285,0.462,0.822,1.506,2.631,3.927,5.780,9.771,18.914,34.659,43.088,32.954
2580,Medium variant,Ireland,,372,2075-2080,0.130,0.014,0.028,0.082,0.135,0.138,0.145,0.183,0.269,0.420,0.701,1.250,2.280,3.732,5.985,10.140,17.724,29.893,39.924,36.088
2581,Medium variant,Ireland,,372,2080-2085,0.119,0.012,0.026,0.074,0.118,0.119,0.126,0.164,0.251,0.395,0.634,1.060,1.886,3.209,5.740,10.675,18.732,29.185,36.044,35.873
2582,Medium variant,Ireland,,372,2085-2090,0.108,0.011,0.024,0.067,0.106,0.105,0.107,0.141,0.224,0.367,0.595,0.958,1.600,2.644,4.987,10.471,20.097,32.137,36.968,34.568
2583,Medium variant,Ireland,,372,2090-2095,0.098,0.010,0.021,0.059,0.094,0.093,0.094,0.121,0.192,0.323,0.545,0.886,1.422,2.203,4.094,9.196,19.851,35.622,42.418,36.911
2584,Medium variant,Ireland,,372,2095-2100,0.089,0.009,0.018,0.050,0.083,0.083,0.082,0.103,0.161,0.274,0.478,0.807,1.307,1.940,3.417,7.673,17.811,36.670,49.164,44.051
2585,Medium variant,Latvia,,428,2015-2020,0.351,0.034,0.044,0.107,0.257,0.516,0.822,1.117,1.648,2.568,3.876,5.748,7.374,7.966,8.555,9.749,9.101,6.192,2.618,0.556
2586,Medium variant,Latvia,,428,2020-2025,0.292,0.029,0.043,0.106,0.188,0.350,0.696,1.067,1.481,2.290,3.355,4.967,7.117,8.138,8.146,8.525,8.924,6.902,3.259,0.854
