,,,,,,Number of male deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
3058,Medium variant,Caribbean,24,915,2085-2090,11.323,1.640,1.818,3.195,4.901,5.950,6.946,8.499,11.180,15.968,23.685,35.407,54.127,82.441,120.589,165.467,206.379,233.957,220.044,218.922
3059,Medium variant,Caribbean,24,915,2090-2095,10.010,1.422,1.602,2.872,4.420,5.344,6.223,7.623,10.074,14.514,21.676,32.466,49.873,76.704,114.564,160.703,203.761,231.135,220.509,233.111
3060,Medium variant,Caribbean,24,915,2095-2100,8.884,1.244,1.418,2.586,3.985,4.807,5.579,6.837,9.047,13.129,19.761,29.714,45.834,71.013,107.312,154.252,200.647,230.962,219.864,242.040
3061,Medium variant,Antigua and Barbuda,,28,2015-2020,0.055,0.005,0.006,0.014,0.025,0.031,0.035,0.040,0.057,0.093,0.115,0.118,0.121,0.113,0.122,0.166,0.170,0.133,0.080,0.027
3062,Medium variant,Antigua and Barbuda,,28,2020-2025,0.047,0.004,0.006,0.013,0.024,0.031,0.034,0.041,0.053,0.072,0.115,0.141,0.142,0.155,0.157,0.166,0.189,0.146,0.072,0.026
3063,Medium variant,Antigua and Barbuda,,28,2025-2030,0.041,0.004,0.005,0.011,0.021,0.029,0.034,0.040,0.052,0.065,0.088,0.139,0.171,0.183,0.220,0.219,0.197,0.165,0.083,0.025
3064,Medium variant,Antigua and Barbuda,,28,2030-2035,0.036,0.004,0.005,0.010,0.018,0.024,0.031,0.039,0.050,0.065,0.080,0.108,0.169,0.221,0.262,0.312,0.267,0.176,0.097,0.029
3065,Medium variant,Antigua and Barbuda,,28,2035-2040,0.030,0.003,0.004,0.009,0.017,0.022,0.027,0.036,0.049,0.063,0.081,0.099,0.132,0.223,0.321,0.378,0.386,0.254,0.106,0.033
3066,Medium variant,Antigua and Barbuda,,28,2040-2045,0.026,0.002,0.004,0.008,0.014,0.019,0.023,0.030,0.046,0.062,0.078,0.099,0.121,0.174,0.327,0.468,0.479,0.373,0.165,0.042
3067,Medium variant,Antigua and Barbuda,,28,2045-2050,0.022,0.002,0.003,0.007,0.013,0.017,0.020,0.026,0.038,0.057,0.078,0.097,0.123,0.159,0.255,0.481,0.610,0.478,0.250,0.066
3068,Medium variant,Antigua and Barbuda,,28,2050-2055,0.019,0.002,0.002,0.006,0.011,0.015,0.018,0.023,0.033,0.049,0.072,0.097,0.122,0.165,0.235,0.380,0.632,0.630,0.331,0.104
3069,Medium variant,Antigua and Barbuda,,28,2055-2060,0.016,0.002,0.002,0.005,0.009,0.013,0.015,0.020,0.030,0.043,0.062,0.091,0.122,0.162,0.244,0.353,0.512,0.671,0.462,0.149
3070,Medium variant,Antigua and Barbuda,,28,2060-2065,0.014,0.002,0.002,0.004,0.008,0.011,0.013,0.017,0.027,0.038,0.055,0.079,0.114,0.164,0.244,0.374,0.491,0.564,0.503,0.228
3071,Medium variant,Antigua and Barbuda,,28,2065-2070,0.012,0.001,0.002,0.004,0.007,0.009,0.011,0.015,0.023,0.034,0.049,0.070,0.100,0.156,0.251,0.381,0.535,0.572,0.448,0.274
3072,Medium variant,Antigua and Barbuda,,28,2070-2075,0.011,0.001,0.002,0.004,0.006,0.008,0.010,0.012,0.020,0.030,0.045,0.064,0.091,0.141,0.244,0.400,0.561,0.644,0.488,0.267
3073,Medium variant,Antigua and Barbuda,,28,2075-2080,0.010,0.001,0.001,0.003,0.005,0.007,0.008,0.012,0.017,0.026,0.041,0.059,0.084,0.130,0.224,0.398,0.607,0.704,0.572,0.308
3074,Medium variant,Antigua and Barbuda,,28,2080-2085,0.009,0.001,0.001,0.003,0.005,0.006,0.007,0.010,0.015,0.023,0.036,0.055,0.079,0.122,0.208,0.369,0.615,0.786,0.649,0.377
3075,Medium variant,Antigua and Barbuda,,28,2085-2090,0.009,0.001,0.001,0.002,0.004,0.005,0.007,0.009,0.013,0.021,0.032,0.049,0.073,0.116,0.198,0.348,0.581,0.813,0.747,0.456
3076,Medium variant,Antigua and Barbuda,,28,2090-2095,0.008,0.000,0.001,0.002,0.003,0.005,0.005,0.007,0.012,0.018,0.028,0.044,0.067,0.109,0.190,0.335,0.554,0.787,0.798,0.561
3077,Medium variant,Antigua and Barbuda,,28,2095-2100,0.007,0.000,0.001,0.002,0.004,0.004,0.005,0.006,0.010,0.016,0.026,0.040,0.060,0.100,0.180,0.323,0.541,0.768,0.799,0.639
3078,Medium variant,Aruba,,533,2015-2020,0.054,0.004,0.005,0.010,0.014,0.012,0.011,0.016,0.028,0.056,0.112,0.187,0.256,0.324,0.367,0.376,0.332,0.209,0.080,0.015
3079,Medium variant,Aruba,,533,2020-2025,0.051,0.004,0.004,0.008,0.012,0.013,0.012,0.013,0.023,0.046,0.091,0.174,0.277,0.366,0.436,0.445,0.380,0.247,0.098,0.024
3080,Medium variant,Aruba,,533,2025-2030,0.048,0.003,0.004,0.007,0.010,0.011,0.012,0.015,0.020,0.037,0.076,0.144,0.260,0.399,0.498,0.532,0.460,0.288,0.119,0.029
3081,Medium variant,Aruba,,533,2030-2035,0.043,0.003,0.003,0.006,0.008,0.009,0.011,0.015,0.021,0.032,0.061,0.119,0.215,0.375,0.546,0.615,0.564,0.361,0.145,0.035
3082,Medium variant,Aruba,,533,2035-2040,0.037,0.003,0.003,0.006,0.007,0.008,0.009,0.013,0.023,0.035,0.053,0.097,0.179,0.314,0.518,0.685,0.661,0.453,0.190,0.047
3083,Medium variant,Aruba,,533,2040-2045,0.032,0.003,0.003,0.005,0.006,0.006,0.007,0.012,0.020,0.038,0.058,0.085,0.146,0.263,0.437,0.659,0.755,0.555,0.249,0.061
3084,Medium variant,Aruba,,533,2045-2050,0.029,0.002,0.002,0.005,0.007,0.006,0.007,0.010,0.018,0.033,0.062,0.093,0.128,0.216,0.370,0.565,0.738,0.652,0.319,0.089
3085,Medium variant,Aruba,,533,2050-2055,0.026,0.002,0.002,0.004,0.006,0.006,0.007,0.008,0.014,0.028,0.055,0.100,0.140,0.191,0.307,0.486,0.652,0.658,0.395,0.122
3086,Medium variant,Aruba,,533,2055-2060,0.025,0.001,0.001,0.004,0.005,0.006,0.006,0.008,0.012,0.024,0.049,0.089,0.149,0.209,0.274,0.410,0.575,0.606,0.414,0.162
3087,Medium variant,Aruba,,533,2060-2065,0.024,0.002,0.002,0.003,0.005,0.005,0.006,0.008,0.011,0.021,0.040,0.076,0.132,0.225,0.304,0.372,0.498,0.553,0.404,0.187
3088,Medium variant,Aruba,,533,2065-2070,0.022,0.002,0.002,0.003,0.004,0.004,0.005,0.007,0.012,0.020,0.034,0.061,0.113,0.201,0.330,0.420,0.466,0.504,0.393,0.204
3089,Medium variant,Aruba,,533,2070-2075,0.020,0.002,0.002,0.003,0.004,0.004,0.005,0.007,0.011,0.020,0.033,0.051,0.092,0.175,0.301,0.469,0.547,0.494,0.376,0.221
3090,Medium variant,Aruba,,533,2075-2080,0.017,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.010,0.019,0.032,0.048,0.076,0.144,0.267,0.436,0.624,0.616,0.396,0.233
3091,Medium variant,Aruba,,533,2080-2085,0.017,0.001,0.001,0.002,0.004,0.003,0.003,0.005,0.008,0.017,0.031,0.046,0.073,0.122,0.226,0.397,0.601,0.725,0.518,0.262
3092,Medium variant,Aruba,,533,2085-2090,0.016,0.001,0.001,0.003,0.003,0.003,0.004,0.004,0.008,0.015,0.028,0.043,0.070,0.118,0.195,0.343,0.561,0.718,0.634,0.355
3093,Medium variant,Aruba,,533,2090-2095,0.015,0.001,0.001,0.002,0.003,0.003,0.004,0.005,0.007,0.014,0.024,0.039,0.066,0.115,0.190,0.301,0.494,0.690,0.655,0.468
3094,Medium variant,Aruba,,533,2095-2100,0.014,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.007,0.013,0.022,0.034,0.060,0.111,0.189,0.300,0.446,0.626,0.652,0.531
3095,Medium variant,Bahamas,,44,2015-2020,0.182,0.021,0.021,0.056,0.126,0.194,0.258,0.307,0.355,0.430,0.530,0.592,0.608,0.651,0.652,0.649,0.602,0.407,0.207,0.079
3096,Medium variant,Bahamas,,44,2020-2025,0.164,0.020,0.021,0.048,0.106,0.183,0.257,0.318,0.348,0.404,0.509,0.604,0.698,0.770,0.801,0.795,0.782,0.599,0.277,0.094
3097,Medium variant,Bahamas,,44,2025-2030,0.147,0.018,0.019,0.048,0.094,0.152,0.240,0.313,0.358,0.393,0.477,0.581,0.717,0.889,0.956,0.989,0.974,0.793,0.418,0.127
3098,Medium variant,Bahamas,,44,2030-2035,0.130,0.016,0.018,0.046,0.092,0.133,0.196,0.286,0.347,0.402,0.465,0.546,0.696,0.925,1.122,1.205,1.242,1.015,0.568,0.198
3099,Medium variant,Bahamas,,44,2035-2040,0.118,0.015,0.017,0.043,0.087,0.129,0.170,0.233,0.316,0.391,0.477,0.534,0.659,0.903,1.176,1.432,1.534,1.317,0.749,0.280
3100,Medium variant,Bahamas,,44,2040-2045,0.109,0.013,0.014,0.038,0.079,0.120,0.164,0.201,0.256,0.358,0.464,0.547,0.646,0.861,1.157,1.522,1.850,1.663,0.997,0.384
3101,Medium variant,Bahamas,,44,2045-2050,0.104,0.013,0.013,0.034,0.071,0.109,0.150,0.191,0.222,0.291,0.425,0.535,0.665,0.847,1.110,1.517,2.001,2.049,1.295,0.533
3102,Medium variant,Bahamas,,44,2050-2055,0.097,0.011,0.012,0.030,0.062,0.096,0.134,0.174,0.210,0.251,0.347,0.490,0.651,0.878,1.105,1.478,2.029,2.261,1.651,0.724
3103,Medium variant,Bahamas,,44,2055-2060,0.089,0.010,0.011,0.027,0.054,0.084,0.117,0.154,0.191,0.239,0.300,0.399,0.601,0.864,1.154,1.488,2.012,2.359,1.871,0.972
3104,Medium variant,Bahamas,,44,2060-2065,0.082,0.010,0.009,0.025,0.049,0.073,0.102,0.135,0.170,0.219,0.288,0.349,0.496,0.805,1.150,1.580,2.066,2.396,2.030,1.178
3105,Medium variant,Bahamas,,44,2065-2070,0.076,0.008,0.009,0.023,0.044,0.065,0.088,0.117,0.149,0.196,0.265,0.336,0.435,0.671,1.087,1.604,2.245,2.555,2.141,1.369
3106,Medium variant,Bahamas,,44,2070-2075,0.072,0.008,0.008,0.021,0.041,0.059,0.078,0.101,0.129,0.174,0.240,0.313,0.425,0.600,0.924,1.552,2.336,2.857,2.390,1.545
3107,Medium variant,Bahamas,,44,2075-2080,0.067,0.007,0.008,0.019,0.038,0.054,0.071,0.090,0.113,0.153,0.215,0.287,0.403,0.596,0.842,1.348,2.315,3.064,2.768,1.811
3108,Medium variant,Bahamas,,44,2080-2085,0.063,0.008,0.007,0.017,0.034,0.049,0.064,0.081,0.101,0.135,0.191,0.260,0.373,0.572,0.849,1.248,2.049,3.104,3.066,2.204
3109,Medium variant,Bahamas,,44,2085-2090,0.059,0.007,0.006,0.016,0.031,0.044,0.058,0.075,0.092,0.122,0.170,0.233,0.342,0.537,0.827,1.280,1.926,2.809,3.191,2.582
3110,Medium variant,Bahamas,,44,2090-2095,0.055,0.006,0.006,0.015,0.028,0.040,0.053,0.067,0.084,0.112,0.155,0.209,0.310,0.497,0.786,1.260,1.999,2.694,2.955,2.856
3111,Medium variant,Bahamas,,44,2095-2100,0.051,0.006,0.006,0.014,0.027,0.036,0.046,0.060,0.076,0.103,0.144,0.192,0.280,0.455,0.737,1.215,1.996,2.848,2.919,2.853
3112,Medium variant,Barbados,,52,2015-2020,0.092,0.010,0.016,0.027,0.035,0.036,0.041,0.055,0.090,0.155,0.269,0.446,0.644,0.872,1.064,1.249,1.328,0.938,0.385,0.083
3113,Medium variant,Barbados,,52,2020-2025,0.078,0.009,0.014,0.024,0.034,0.035,0.039,0.051,0.081,0.140,0.242,0.410,0.654,0.936,1.227,1.414,1.399,1.014,0.432,0.102
3114,Medium variant,Barbados,,52,2025-2030,0.070,0.009,0.012,0.022,0.032,0.033,0.036,0.047,0.072,0.124,0.215,0.364,0.597,0.946,1.313,1.617,1.601,1.112,0.493,0.123
3115,Medium variant,Barbados,,52,2030-2035,0.061,0.007,0.011,0.020,0.029,0.031,0.034,0.043,0.065,0.110,0.188,0.321,0.531,0.868,1.334,1.742,1.848,1.327,0.571,0.150
3116,Medium variant,Barbados,,52,2035-2040,0.054,0.006,0.009,0.018,0.026,0.028,0.031,0.040,0.060,0.098,0.166,0.279,0.469,0.776,1.234,1.790,2.033,1.581,0.726,0.181
3117,Medium variant,Barbados,,52,2040-2045,0.049,0.006,0.009,0.017,0.024,0.025,0.029,0.038,0.055,0.089,0.146,0.245,0.406,0.685,1.111,1.679,2.123,1.804,0.907,0.251
3118,Medium variant,Barbados,,52,2045-2050,0.043,0.005,0.007,0.014,0.021,0.024,0.026,0.034,0.051,0.081,0.132,0.214,0.356,0.598,0.993,1.542,2.051,1.968,1.097,0.337
3119,Medium variant,Barbados,,52,2050-2055,0.040,0.005,0.007,0.013,0.019,0.021,0.024,0.030,0.046,0.075,0.120,0.191,0.311,0.527,0.875,1.403,1.941,1.976,1.259,0.438
3120,Medium variant,Barbados,,52,2055-2060,0.036,0.005,0.006,0.012,0.018,0.020,0.022,0.027,0.041,0.067,0.110,0.173,0.278,0.460,0.776,1.254,1.811,1.954,1.333,0.547
3121,Medium variant,Barbados,,52,2060-2065,0.034,0.004,0.005,0.011,0.015,0.018,0.019,0.025,0.037,0.060,0.097,0.157,0.251,0.412,0.684,1.132,1.669,1.906,1.407,0.634
3122,Medium variant,Barbados,,52,2065-2070,0.031,0.004,0.005,0.009,0.014,0.015,0.017,0.022,0.033,0.053,0.087,0.139,0.228,0.376,0.620,1.020,1.556,1.852,1.455,0.735
3123,Medium variant,Barbados,,52,2070-2075,0.029,0.003,0.005,0.009,0.013,0.014,0.016,0.021,0.029,0.047,0.078,0.124,0.204,0.345,0.573,0.945,1.449,1.805,1.503,0.833
3124,Medium variant,Barbados,,52,2075-2080,0.027,0.003,0.004,0.008,0.012,0.014,0.015,0.019,0.027,0.043,0.070,0.112,0.183,0.312,0.536,0.893,1.384,1.758,1.549,0.940
3125,Medium variant,Barbados,,52,2080-2085,0.025,0.003,0.003,0.007,0.011,0.012,0.014,0.017,0.025,0.039,0.064,0.101,0.166,0.285,0.492,0.850,1.342,1.744,1.587,1.045
3126,Medium variant,Barbados,,52,2085-2090,0.024,0.003,0.003,0.007,0.010,0.012,0.013,0.016,0.023,0.037,0.059,0.092,0.151,0.261,0.454,0.793,1.304,1.747,1.643,1.153
3127,Medium variant,Barbados,,52,2090-2095,0.022,0.003,0.004,0.006,0.010,0.011,0.012,0.016,0.022,0.034,0.055,0.085,0.139,0.239,0.420,0.739,1.235,1.740,1.708,1.268
3128,Medium variant,Barbados,,52,2095-2100,0.021,0.002,0.003,0.006,0.009,0.010,0.011,0.015,0.020,0.031,0.051,0.078,0.128,0.220,0.388,0.689,1.168,1.689,1.763,1.410
3129,Medium variant,Cuba,,192,2015-2020,2.114,0.280,0.401,0.831,1.389,1.752,1.929,2.357,4.332,7.940,12.275,15.104,18.040,23.441,28.374,33.560,33.843,28.843,19.155,10.665
3130,Medium variant,Cuba,,192,2020-2025,1.762,0.245,0.339,0.658,1.109,1.403,1.762,2.266,3.080,5.873,10.850,16.718,20.369,23.900,30.194,34.753,37.745,33.788,22.596,13.194
3131,Medium variant,Cuba,,192,2025-2030,1.445,0.210,0.305,0.578,0.910,1.159,1.461,2.152,3.061,4.290,8.178,14.959,22.721,27.215,31.026,37.431,39.671,38.356,26.997,16.018
3132,Medium variant,Cuba,,192,2030-2035,1.178,0.176,0.259,0.522,0.811,0.957,1.210,1.783,2.907,4.254,5.954,11.233,20.295,30.417,35.715,39.124,43.965,41.814,32.001,20.144
3133,Medium variant,Cuba,,192,2035-2040,0.999,0.147,0.217,0.448,0.736,0.855,0.995,1.473,2.399,4.022,5.872,8.132,15.174,27.189,40.175,45.854,47.069,48.047,36.413,25.457
3134,Medium variant,Cuba,,192,2040-2045,0.877,0.124,0.182,0.383,0.638,0.783,0.895,1.221,1.999,3.342,5.585,8.074,11.083,20.582,36.600,52.892,57.292,53.642,43.900,31.174
3135,Medium variant,Cuba,,192,2045-2050,0.790,0.107,0.155,0.325,0.556,0.692,0.833,1.111,1.672,2.811,4.683,7.747,11.131,15.268,28.281,49.503,68.147,68.054,51.292,39.447
3136,Medium variant,Cuba,,192,2050-2055,0.696,0.096,0.138,0.285,0.484,0.611,0.746,1.046,1.538,2.377,3.974,6.556,10.794,15.553,21.385,39.177,65.707,83.845,67.560,49.324
3137,Medium variant,Cuba,,192,2055-2060,0.609,0.086,0.125,0.256,0.430,0.539,0.668,0.949,1.467,2.210,3.391,5.608,9.214,15.245,22.078,30.160,53.082,83.096,86.097,65.536
3138,Medium variant,Cuba,,192,2060-2065,0.528,0.077,0.114,0.235,0.393,0.484,0.595,0.856,1.336,2.112,3.159,4.795,7.907,13.084,21.847,31.600,41.773,68.978,88.078,89.291
3139,Medium variant,Cuba,,192,2065-2070,0.457,0.067,0.103,0.215,0.364,0.443,0.535,0.763,1.204,1.926,3.020,4.463,6.758,11.254,18.864,31.611,44.523,55.498,75.411,100.322
3140,Medium variant,Cuba,,192,2070-2075,0.402,0.059,0.092,0.194,0.333,0.411,0.491,0.686,1.074,1.734,2.746,4.253,6.278,9.620,16.292,27.544,45.157,60.362,62.048,96.212
3141,Medium variant,Cuba,,192,2075-2080,0.354,0.053,0.081,0.174,0.301,0.378,0.456,0.627,0.964,1.539,2.459,3.844,5.948,8.909,13.945,23.941,39.836,62.490,69.011,83.521
3142,Medium variant,Cuba,,192,2080-2085,0.313,0.048,0.072,0.156,0.271,0.343,0.419,0.583,0.882,1.379,2.179,3.439,5.377,8.465,12.988,20.714,35.195,56.389,73.734,89.312
3143,Medium variant,Cuba,,192,2085-2090,0.278,0.043,0.065,0.140,0.243,0.308,0.380,0.535,0.817,1.260,1.946,3.033,4.787,7.630,12.361,19.416,30.834,50.811,68.172,100.610
3144,Medium variant,Cuba,,192,2090-2095,0.248,0.038,0.060,0.127,0.220,0.279,0.342,0.484,0.750,1.163,1.771,2.696,4.209,6.788,11.172,18.623,29.296,45.419,63.099,100.822
3145,Medium variant,Cuba,,192,2095-2100,0.217,0.034,0.053,0.114,0.199,0.251,0.307,0.435,0.679,1.067,1.630,2.444,3.728,5.961,9.968,16.972,28.497,44.012,57.874,99.060
3146,Medium variant,Curaçao,,531,2015-2020,0.064,0.005,0.008,0.023,0.047,0.051,0.041,0.038,0.051,0.085,0.144,0.217,0.289,0.387,0.459,0.491,0.482,0.381,0.225,0.098
3147,Medium variant,Curaçao,,531,2020-2025,0.056,0.004,0.007,0.020,0.043,0.050,0.041,0.036,0.042,0.069,0.122,0.200,0.296,0.393,0.511,0.569,0.544,0.462,0.274,0.133
3148,Medium variant,Curaçao,,531,2025-2030,0.048,0.004,0.006,0.016,0.036,0.045,0.042,0.037,0.042,0.058,0.099,0.170,0.275,0.405,0.523,0.641,0.648,0.531,0.342,0.166
3149,Medium variant,Curaçao,,531,2030-2035,0.042,0.004,0.005,0.016,0.031,0.037,0.038,0.037,0.042,0.057,0.084,0.139,0.233,0.376,0.542,0.667,0.743,0.646,0.403,0.213
3150,Medium variant,Curaçao,,531,2035-2040,0.037,0.003,0.005,0.014,0.028,0.032,0.031,0.034,0.042,0.057,0.080,0.117,0.190,0.320,0.510,0.703,0.792,0.765,0.507,0.264
3151,Medium variant,Curaçao,,531,2040-2045,0.034,0.002,0.004,0.011,0.024,0.029,0.027,0.029,0.039,0.058,0.083,0.114,0.160,0.263,0.439,0.671,0.855,0.839,0.617,0.341
3152,Medium variant,Curaçao,,531,2045-2050,0.031,0.002,0.004,0.010,0.021,0.026,0.024,0.026,0.034,0.054,0.084,0.117,0.157,0.226,0.367,0.591,0.840,0.938,0.706,0.437
3153,Medium variant,Curaçao,,531,2050-2055,0.029,0.002,0.003,0.009,0.018,0.022,0.022,0.023,0.030,0.047,0.078,0.120,0.164,0.224,0.322,0.509,0.768,0.957,0.828,0.532
3154,Medium variant,Curaçao,,531,2055-2060,0.026,0.002,0.003,0.008,0.016,0.019,0.019,0.021,0.028,0.043,0.070,0.113,0.172,0.238,0.327,0.458,0.680,0.907,0.873,0.649
3155,Medium variant,Curaçao,,531,2060-2065,0.024,0.002,0.002,0.007,0.014,0.016,0.017,0.019,0.026,0.041,0.064,0.102,0.163,0.252,0.353,0.476,0.629,0.827,0.850,0.732
3156,Medium variant,Curaçao,,531,2065-2070,0.022,0.002,0.003,0.007,0.012,0.015,0.015,0.017,0.024,0.038,0.061,0.094,0.147,0.243,0.378,0.521,0.665,0.783,0.793,0.753
3157,Medium variant,Curaçao,,531,2070-2075,0.020,0.002,0.002,0.006,0.011,0.013,0.013,0.015,0.021,0.034,0.057,0.090,0.137,0.222,0.369,0.565,0.743,0.847,0.772,0.746
3158,Medium variant,Curaçao,,531,2075-2080,0.018,0.001,0.002,0.005,0.010,0.012,0.012,0.013,0.018,0.030,0.052,0.084,0.132,0.207,0.341,0.559,0.820,0.967,0.856,0.745
3159,Medium variant,Curaçao,,531,2080-2085,0.017,0.001,0.002,0.004,0.009,0.010,0.010,0.012,0.017,0.027,0.047,0.077,0.124,0.201,0.321,0.521,0.823,1.086,0.999,0.829
3160,Medium variant,Curaçao,,531,2085-2090,0.015,0.001,0.002,0.004,0.007,0.009,0.009,0.011,0.016,0.025,0.043,0.070,0.113,0.190,0.313,0.495,0.777,1.110,1.147,0.983
3161,Medium variant,Curaçao,,531,2090-2095,0.014,0.001,0.001,0.003,0.007,0.008,0.008,0.009,0.014,0.023,0.039,0.064,0.103,0.175,0.298,0.491,0.751,1.072,1.202,1.182
3162,Medium variant,Curaçao,,531,2095-2100,0.013,0.001,0.001,0.004,0.006,0.007,0.007,0.009,0.013,0.021,0.035,0.058,0.094,0.161,0.278,0.472,0.756,1.055,1.187,1.313
3163,Medium variant,Dominican Republic,,214,2015-2020,15.680,0.923,1.389,3.159,5.733,6.892,7.120,7.065,7.526,8.650,10.268,12.566,14.698,15.768,16.191,16.837,15.792,12.188,7.331,4.694
3164,Medium variant,Dominican Republic,,214,2020-2025,13.318,0.831,1.282,2.990,5.380,6.536,7.007,7.151,7.700,8.782,10.530,13.301,16.432,18.567,19.236,18.578,17.026,14.201,9.050,6.010
3165,Medium variant,Dominican Republic,,214,2025-2030,11.188,0.731,1.154,2.752,5.073,6.124,6.632,7.042,7.811,8.998,10.706,13.657,17.437,20.883,22.883,22.380,19.146,15.554,10.672,7.476
3166,Medium variant,Dominican Republic,,214,2030-2035,9.344,0.637,1.024,2.485,4.670,5.764,6.207,6.680,7.722,9.163,11.013,13.930,17.981,22.333,26.036,27.014,23.497,17.791,11.836,8.936
3167,Medium variant,Dominican Republic,,214,2035-2040,7.698,0.547,0.891,2.189,4.184,5.273,5.822,6.247,7.338,9.075,11.240,14.345,18.379,23.160,28.109,31.124,28.814,22.192,13.668,10.118
3168,Medium variant,Dominican Republic,,214,2040-2045,6.571,0.477,0.776,1.908,3.643,4.640,5.231,5.783,6.806,8.589,11.131,14.658,18.980,23.842,29.473,34.078,33.788,27.718,17.278,11.548
3169,Medium variant,Dominican Republic,,214,2045-2050,5.561,0.411,0.670,1.648,3.135,3.996,4.576,5.205,6.344,8.028,10.614,14.577,19.458,24.783,30.644,36.216,37.632,33.078,21.885,14.171
3170,Medium variant,Dominican Republic,,214,2050-2055,4.687,0.350,0.572,1.408,2.670,3.400,3.917,4.563,5.756,7.545,9.992,13.974,19.434,25.598,32.211,38.219,40.768,37.578,26.560,17.884
3171,Medium variant,Dominican Republic,,214,2055-2060,3.958,0.299,0.486,1.195,2.261,2.876,3.332,3.937,5.103,6.918,9.477,13.217,18.692,25.737,33.611,40.739,43.834,41.524,30.696,22.077
3172,Medium variant,Dominican Republic,,214,2060-2065,3.331,0.254,0.410,1.003,1.894,2.410,2.800,3.349,4.421,6.163,8.729,12.559,17.709,24.898,34.133,43.109,47.680,45.651,34.630,26.271
3173,Medium variant,Dominican Republic,,214,2065-2070,2.848,0.217,0.349,0.848,1.589,2.017,2.360,2.851,3.820,5.426,7.895,11.687,16.972,23.869,33.507,44.561,51.587,50.919,38.978,30.490
3174,Medium variant,Dominican Republic,,214,2070-2075,2.441,0.188,0.299,0.718,1.333,1.683,1.975,2.415,3.289,4.744,7.025,10.649,15.910,23.158,32.644,44.616,54.701,56.678,44.707,35.317
3175,Medium variant,Dominican Republic,,214,2075-2080,2.110,0.163,0.255,0.610,1.124,1.409,1.650,2.042,2.825,4.142,6.228,9.574,14.653,22.046,32.265,44.436,56.229,61.904,51.242,41.477
3176,Medium variant,Dominican Republic,,214,2080-2085,1.846,0.143,0.221,0.525,0.952,1.184,1.388,1.729,2.425,3.618,5.524,8.595,13.338,20.651,31.333,44.919,57.562,65.494,57.572,48.948
3177,Medium variant,Dominican Republic,,214,2085-2090,1.630,0.126,0.193,0.453,0.812,1.003,1.172,1.470,2.088,3.158,4.901,7.725,12.134,19.134,29.934,44.569,59.668,68.885,62.528,56.831
3178,Medium variant,Dominican Republic,,214,2090-2095,1.445,0.111,0.169,0.392,0.694,0.851,0.992,1.249,1.791,2.747,4.329,6.903,10.973,17.590,28.079,43.195,60.308,72.893,67.134,64.003
3179,Medium variant,Dominican Republic,,214,2095-2100,1.291,0.099,0.149,0.341,0.595,0.724,0.841,1.062,1.541,2.393,3.817,6.155,9.906,16.142,26.237,41.246,59.703,75.377,72.672,70.773
3180,Medium variant,Grenada,,308,2015-2020,0.063,0.008,0.007,0.011,0.019,0.034,0.049,0.056,0.065,0.078,0.113,0.156,0.177,0.190,0.194,0.222,0.213,0.166,0.086,0.027
3181,Medium variant,Grenada,,308,2020-2025,0.052,0.007,0.007,0.009,0.017,0.027,0.045,0.065,0.075,0.086,0.104,0.152,0.207,0.226,0.236,0.221,0.212,0.161,0.088,0.033
3182,Medium variant,Grenada,,308,2025-2030,0.041,0.006,0.006,0.009,0.016,0.024,0.037,0.060,0.086,0.099,0.115,0.141,0.201,0.265,0.282,0.271,0.217,0.161,0.087,0.036
3183,Medium variant,Grenada,,308,2030-2035,0.034,0.005,0.006,0.009,0.016,0.022,0.031,0.048,0.081,0.116,0.133,0.155,0.188,0.260,0.333,0.327,0.272,0.170,0.089,0.034
3184,Medium variant,Grenada,,308,2035-2040,0.028,0.004,0.004,0.008,0.014,0.022,0.028,0.040,0.064,0.107,0.154,0.179,0.207,0.243,0.329,0.396,0.335,0.221,0.097,0.037
